customer_id,full_name,customer_type,birth_date,gender,email,phone,address,social_channels,source,tags,notes,created_at,updated_at,lifecycle_stage
3953,Trần Văn Thiện,Vip,1986-06-23,Nam,tran.van.thien@yahoo.com,787805453,"Boston HaLong Hotel, Địa chỉ: 22 Nguyễn Thái Học, Trần Hưng Đạo, Hạ Long, Quảng Ninh 200000, Số điện thoại: 0964 297 263, https://www.google.com/maps/place/Boston+HaLong+Hotel/data=!4m10!3m9!1s0x314a5951bdd0c2ed:0x5ec7eb87f5693aa!5m2!4m1!1i2!8m2!3d20.9633","{""tiktok"": ""tiktok.com/tran_van_thien39"", ""instagram"": ""instagram.com/tran_van_thien19"", ""facebook"": ""facebook.com/tran_van_thien1"", ""preferred"": ""tiktok""}",Event,[],"Da nhạy cảm, tránh hương liệu mạnh",2025-06-24 02:09:36,2025-10-09 07:05:00,Lead
3954,Trần Tuấn Yến,Trung bình,1992-04-27,Nữ,tran.tuan.yen551@hotmail.com,560623043,"Daxinde Tianbianzhai Hotel, Địa chỉ: VP5R+X2R, No.33 Detiantun, Detian Village, Daxin County, Chong Zuo Shi, Guangxi, Trung Quốc, 532314, Số điện thoại: +86 177 7603 1157, https://www.google.com/maps/place/Daxinde+Tianbianzhai+Hotel/data=!4m10!3m9!1s0x36b","{""tiktok"": ""tiktok.com/tran_tuan_yen10"", ""instagram"": ""instagram.com/tran_tuan_yen78"", ""facebook"": ""facebook.com/tran_tuan_yen31"", ""preferred"": ""zalo""}",Social,[],,2024-11-09 01:33:01,2025-03-04 05:59:10,Prospect
3957,Lê Mai Giang,Mới,2002-02-01,Nam,le.mai.giang@yahoo.com,876382077,"Nhà thuốc An Khang, Địa chỉ: 273 Nguyễn Huệ, Trần Phú, Quy Nhơn, Bình Định 55000, Số điện thoại: 1900 1572, https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+An+Khang/data=!4m7!3m6!1s0x316f6dd9578a2c3f:0xd5184a089d431022!8m2!3d13.766926!4d109.22687","{""tiktok"": ""tiktok.com/le_mai_giang1"", ""instagram"": ""instagram.com/le_mai_giang81"", ""facebook"": ""facebook.com/le_mai_giang98"", ""preferred"": ""facebook""}",Social,[],Ưa dùng ví điện tử khi thanh toán,2025-03-20 08:08:24,2025-04-09 14:53:27,Prospect
3959,Võ Gia Phương,Trung bình,1989-05-09,Nữ,vo.gia.phuong@gmail.com,767123057,"Nhà Thuốc 5 Ngô Gia Tự, Địa chỉ: 5 Ngô Gia Tự, Nguyễn Văn Cừ, Thành Phố, Bình Định, Số điện thoại: 0947 277 327, https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+5+Ng%C3%B4+Gia+T%E1%BB%B1/data=!4m7!3m6!1s0x316f6ce875f78cb7:0xdd53c659e6cd49b2!8m2!3","{""tiktok"": ""tiktok.com/vo_gia_phuong6"", ""instagram"": ""instagram.com/vo_gia_phuong47"", ""zalo"": ""zalo.com/vo_gia_phuong22"", ""preferred"": ""instagram""}",Social,"[""retinol""]",,2024-12-06 11:31:46,2025-03-21 20:36:10,Lead
3960,Lý Thị Giang,Trung bình,2007-01-08,Nam,ly.thi.giang@outlook.com,593736859,"CocoLand River Beach Resort & Spa, Địa chỉ: Thu Xá, Tư Nghĩa, Quảng Ngãi, Số điện thoại: 0898 909 890, https://www.google.com/maps/place/CocoLand+River+Beach+Resort+%26+Spa/data=!4m10!3m9!1s0x316853401a8aa9ff:0x325b6aefc009e08b!5m2!4m1!1i4!8m2!3d15.095521","{""instagram"": ""instagram.com/ly_thi_giang54"", ""zalo"": ""zalo.com/ly_thi_giang96"", ""facebook"": ""facebook.com/ly_thi_giang93"", ""preferred"": ""tiktok""}",Social,"[""tri-mun"", ""chong-nang""]",Săn coupon khung giờ vàng,2025-04-02 22:30:41,2025-05-01 20:29:19,Prospect
3962,Vũ Thị Vy,Mới,1993-07-06,Nữ,vu.thi.vy@icloud.com,775235617,"APEC MANDALA WYNDHAM PHÚ YÊN - VICTOR GROUP CONDOTEL, Địa chỉ: ĐL Hùng Vương, Phường 7, Tuy Hòa, Phú Yên 56000, https://www.google.com/maps/place/APEC+MANDALA+WYNDHAM+PH%C3%9A+Y%C3%8AN+-+VICTOR+GROUP+CONDOTEL/data=!4m10!3m9!1s0x316fed5b7de7d699:0x3cb8a05a","{""tiktok"": ""tiktok.com/vu_thi_vy69"", ""instagram"": ""instagram.com/vu_thi_vy33"", ""zalo"": ""zalo.com/vu_thi_vy91"", ""facebook"": ""facebook.com/vu_thi_vy79"", ""preferred"": ""instagram""}",Website,"[""coupon-hunter""]",,2025-07-31 16:19:00,2025-10-09 10:51:00,Prospect
3964,Dương Mai Trà,Trung bình,2007-08-21,Nam,duong.mai.tra@outlook.com,514532243,"Nhà thuốc Pharmacity, Địa chỉ: KĐT mới, SH-14 CC cụm III-IV KDC Trung Sơn, Nam Thành Phố, Bình Chánh, Hồ Chí Minh 71859, Số điện thoại: 1800 6821, https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Pharmacity/data=!4m7!3m6!1s0x31752fd42e3762ab:0xa1c","{""tiktok"": ""tiktok.com/duong_mai_tra42"", ""instagram"": ""instagram.com/duong_mai_tra20"", ""zalo"": ""zalo.com/duong_mai_tra48"", ""facebook"": ""facebook.com/duong_mai_tra71"", ""preferred"": ""zalo""}",Walk-in,"[""lip-matte""]",,2025-08-03 04:46:42,2025-10-08 22:36:00,Lead
3967,Võ Văn Phúc,Vip,1989-01-16,Nam,vo.van.phuc@yahoo.com,548381659,"Tiệm trà Chuppy, Địa chỉ: W542+GCH, Phan Bội Châu, Cam Linh, Cam Ranh, Khánh Hòa, Số điện thoại: 0358 846 275, https://www.google.com/maps/place/Ti%E1%BB%87m+tr%C3%A0+Chuppy/data=!4m7!3m6!1s0x3170ed003b0b817f:0xb535c30d3fd7c075!8m2!3d11.9063322!4d109.1510","{""tiktok"": ""tiktok.com/vo_van_phuc72"", ""instagram"": ""instagram.com/vo_van_phuc67"", ""preferred"": ""tiktok""}",Website,"[""livestream-fan"", ""coupon-hunter"", ""retinol""]",,2024-12-13 18:49:56,2024-12-22 08:39:46,Prospect
3968,Võ Lan Thư,Trung bình,1989-07-25,Nữ,vo.lan.thu@outlook.com,392869407,"Four Seasons Hotel & Spa, Địa chỉ: 78/36 Tuệ Tĩnh, Lộc Thọ, Nha Trang, Khánh Hòa 650000, Số điện thoại: 0373 700 068, https://www.google.com/maps/place/Four+Seasons+Hotel+%26+Spa/data=!4m10!3m9!1s0x3170671117deae9b:0xfb30b6f9ad00985d!5m2!4m1!1i1!8m2!3d12.","{""tiktok"": ""tiktok.com/vo_lan_thu4"", ""instagram"": ""instagram.com/vo_lan_thu57"", ""preferred"": ""instagram""}",Social,"[""lip-matte""]",Ưu tiên sản phẩm 'clean beauty',2025-03-07 08:28:41,2025-03-11 14:03:55,Prospect
3969,Võ Phương Trang,Mới,2006-10-17,Nữ,vo.phuong.trang@hotmail.com,936956400,"Nhà Thuốc Kim Đính, Địa chỉ: 34 Nguyễn Thiện Thuật, Tân Tiến, Nha Trang, Khánh Hòa 650000, Số điện thoại: 0905 572 002, https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Kim+%C4%90%C3%ADnh/data=!4m7!3m6!1s0x3170677b5827c3cf:0x9272699c9e3d1028!8m2!3","{""tiktok"": ""tiktok.com/vo_phuong_trang8"", ""instagram"": ""instagram.com/vo_phuong_trang96"", ""zalo"": ""zalo.com/vo_phuong_trang11"", ""preferred"": ""facebook""}",Website,"[""nuoc-hoa""]",,2025-07-10 22:50:38,2025-08-10 23:14:48,Lead
3970,Nguyễn Minh Hương,Mới,1994-02-15,Nữ,nguyen.minh.huong@yahoo.com,786434813,"CAFE TÌNH NGHĨA, Địa chỉ: 396 Nguyễn Đức Thiệu, Dĩ An, Bình Dương, Số điện thoại: 0562 005 878, https://www.google.com/maps/place/CAFE+T%C3%8CNH+NGH%C4%A8A/data=!4m7!3m6!1s0x3174d9c506536539:0xd52ae94b05354adb!8m2!3d10.901482!4d106.7456712!16s%2Fg%2F11n07","{""tiktok"": ""tiktok.com/nguyen_minh_huong75"", ""instagram"": ""instagram.com/nguyen_minh_huong54"", ""zalo"": ""zalo.com/nguyen_minh_huong31"", ""facebook"": ""facebook.com/nguyen_minh_huong64"", ""preferred"": ""instagram""}",Social,"[""duong-am"", ""bodycare"", ""retinol""]",,2025-01-14 07:26:06,2025-03-27 08:20:13,Lead
3971,Ngô Thị Tài,Trung bình,1981-03-16,Nam,ngo.thi.tai@gmail.com,350699486,"White House, Địa chỉ: Quan Lạn, Vân Đồn, Quảng Ninh, Số điện thoại: 0396 816 789, https://www.google.com/maps/place/White+House/data=!4m10!3m9!1s0x314ba7007a16d387:0x58045c09f1e91c8c!5m2!4m1!1i2!8m2!3d20.874853!4d107.4921408!16s%2Fg%2F11vy_djxl_!19sChIJh9","{""tiktok"": ""tiktok.com/ngo_thi_tai91"", ""instagram"": ""instagram.com/ngo_thi_tai49"", ""facebook"": ""facebook.com/ngo_thi_tai4"", ""preferred"": ""instagram""}",Ads,"[""nuoc-hoa""]",,2025-08-06 20:14:20,2025-10-09 03:16:00,Lead
3972,Phan Anh Trà,Trung bình,1985-07-31,Nam,phan.anh.tra@icloud.com,877987602,"Yellow Sea, Địa chỉ: 23 Dã Tượng, Vĩnh Hoà, Nha Trang, Khánh Hòa, Số điện thoại: 0914 103 100, https://www.google.com/maps/place/Yellow+Sea/data=!4m10!3m9!1s0x31706743991f2e29:0xe6ef6c729f5aee8a!5m2!4m1!1i1!8m2!3d12.218733!4d109.203548!16s%2Fg%2F11c6cfr6n","{""tiktok"": ""tiktok.com/phan_anh_tra91"", ""zalo"": ""zalo.com/phan_anh_tra36"", ""facebook"": ""facebook.com/phan_anh_tra92"", ""preferred"": ""instagram""}",Ads,"[""aha-bha"", ""tri-mun""]",,2025-06-07 14:23:39,2025-06-08 06:53:02,Lead
3973,Hoàng Tuấn Long,Vip,1964-11-30,Nam,hoang.tuan.long@yahoo.com,368545787,"Nhà Thuốc An Hưng, Địa chỉ: làng La Khê, La Khê, Hà Đông, Hà Nội, https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+An+H%C6%B0ng/data=!4m7!3m6!1s0x313452d8cc33bfcf:0x772d0f0bb8b47338!8m2!3d20.9671941!4d105.764769!16s%2Fg%2F11h0mvznv1!19sChIJz78zzNh","{""tiktok"": ""tiktok.com/hoang_tuan_long72"", ""instagram"": ""instagram.com/hoang_tuan_long91"", ""zalo"": ""zalo.com/hoang_tuan_long52"", ""preferred"": ""instagram""}",Website,"[""niacinamide""]",,2025-09-20 23:56:07,2025-10-08 12:02:15,Lead
3976,Nguyễn Hữu Linh,Mới,1981-03-05,Nữ,nguyen.huu.linh5458@hotmail.com,743749211,"Nhà Thuốc Số 37, Địa chỉ: Nguyễn Thị Minh Khai/48 Ward, Street, Nha Trang, Khánh Hòa 650000, Số điện thoại: 0258 3829 117, https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+S%E1%BB%91+37/data=!4m7!3m6!1s0x3170677c6238f46b:0x4125a80abba067b6!8m2!3d1","{""tiktok"": ""tiktok.com/nguyen_huu_linh11"", ""preferred"": ""email""}",Ads,[],,2025-07-28 18:03:28,2025-10-09 05:11:00,Prospect
3980,Dương Đức Hạnh,Trung bình,1981-09-02,Nữ,duong.duc.hanh6063@gmail.com,549583851,"Hừng Sáng Cafe, Địa chỉ: 51 Nguyễn Thông, Phú Hài, Thành phố Phan Thiết, Bình Thuận, Số điện thoại: 0849 911 411, https://www.google.com/maps/place/H%E1%BB%ABng+S%C3%A1ng+Cafe/data=!4m7!3m6!1s0x3176836f98a06d73:0x7054327c50c85ab5!8m2!3d10.9366484!4d108.12","{""tiktok"": ""tiktok.com/duong_duc_hanh96"", ""instagram"": ""instagram.com/duong_duc_hanh50"", ""facebook"": ""facebook.com/duong_duc_hanh84"", ""youtube"": ""youtube.com/duong_duc_hanh35"", ""preferred"": ""instagram""}",Social,"[""bodycare""]",,2025-02-07 16:51:09,2025-05-02 03:02:59,Prospect
3982,Bùi Thị Phương,Mới,1992-09-25,Nữ,bui.thi.phuong@gmail.com,817565246,"My Vy Café, Địa chỉ: Vĩnh Hải, Nha Trang, Khánh Hòa 650000, https://www.google.com/maps/place/My+Vy+Caf%C3%A9/data=!4m7!3m6!1s0x317067f7d1b4f921:0xe208ca340abcd4e5!8m2!3d12.2773119!4d109.1886417!16s%2Fg%2F11mhg_bkrk!19sChIJIfm00fdncDER5dS8CjTKCOI?authuser","{""instagram"": ""instagram.com/bui_thi_phuong23"", ""youtube"": ""youtube.com/bui_thi_phuong67"", ""preferred"": ""phone""}",Ads,[],,2025-07-20 04:42:41,2025-09-20 08:59:06,Lead
3988,Vũ Ngọc Anh,Trung bình,1967-04-08,Nữ,vu.ngoc.anh@hotmail.com,747744060,"Mint House FLC Ha Long Bay, Địa chỉ: BT6B-28, FLC Hạ Long, Tp. Hạ Long, Quảng Ninh 200000, Số điện thoại: 0393 065 086, https://www.google.com/maps/place/Mint+House+FLC+Ha+Long+Bay/data=!4m10!3m9!1s0x314a5784f6db3767:0xb9f5d27a03a1e951!5m2!4m1!1i2!8m2!3d2","{""tiktok"": ""tiktok.com/vu_ngoc_anh82"", ""instagram"": ""instagram.com/vu_ngoc_anh57"", ""zalo"": ""zalo.com/vu_ngoc_anh52"", ""youtube"": ""youtube.com/vu_ngoc_anh43"", ""preferred"": ""tiktok""}",Website,"[""chong-nang"", ""niacinamide"", ""coupon-hunter""]",,2025-03-01 00:07:08,2025-03-25 17:52:27,Prospect
3989,Nguyễn Hữu Khánh,Trung bình,1975-12-14,Nam,nguyen.huu.khanh@gmail.com,730564098,"Nhà Thuốc Tư Nhân Hiền Đức, Địa chỉ: 68 Nguyễn Huệ, Phường Lê Lợi, Quy Nhơn, Bình Định, Số điện thoại: 0256 3813 868, https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+T%C6%B0+Nh%C3%A2n+Hi%E1%BB%81n+%C4%90%E1%BB%A9c/data=!4m7!3m6!1s0x316f6c894ed3b9","{""tiktok"": ""tiktok.com/nguyen_huu_khanh20"", ""preferred"": ""tiktok""}",Ads,[],,2025-03-27 22:14:00,2025-06-05 23:25:56,Lead
3990,Bùi Quốc My,Mới,2006-11-02,Nữ,bui.quoc.my@gmail.com,742296854,"Queen Sea, Địa chỉ: C5 - 19, Khu phố Biển, Thành phố Phan Thiết, Bình Thuận, Số điện thoại: 0905 255 544, https://www.google.com/maps/place/Queen+Sea/data=!4m10!3m9!1s0x317683889d8f834b:0xd59cf9bc8d114f33!5m2!4m1!1i2!8m2!3d10.9303681!4d108.1177538!16s%2Fg","{""tiktok"": ""tiktok.com/bui_quoc_my35"", ""instagram"": ""instagram.com/bui_quoc_my88"", ""preferred"": ""tiktok""}",Ads,"[""coupon-hunter""]",,2025-02-04 12:22:54,2025-03-18 03:53:16,Lead
3998,Phan Thu Vy,Trung bình,2004-11-16,Nữ,phan.thu.vy4834@hotmail.com,974738240,"Khách sạn Kim Hoàn, Địa chỉ: 135 Hoàng Diệu, Phủ Hà, Phan Rang-Tháp Chàm, Ninh Thuận 590000, Số điện thoại: 0978 866 707, https://www.google.com/maps/place/Kh%C3%A1ch+s%E1%BA%A1n+Kim+Ho%C3%A0n/data=!4m10!3m9!1s0x3170cf57f136aac3:0x20e04c91403ce815!5m2!4m1","{""zalo"": ""zalo.com/phan_thu_vy11"", ""youtube"": ""youtube.com/phan_thu_vy74"", ""preferred"": ""phone""}",Social,"[""chong-nang""]",,2025-05-26 17:48:21,2025-09-22 08:05:06,Prospect
4001,Vũ Mai Anh,Mới,1986-07-08,Nữ,vu.mai.anh3939@icloud.com,767485210,"Vid Public - Atm, Địa chỉ: WP7R+686, ĐT743, Binh Hoà, Thuận An, Bình Dương, https://www.google.com/maps/place/Vid+Public+-+Atm/data=!4m7!3m6!1s0x3174d833f6ecbac7:0x63be6f52f02043f9!8m2!3d10.9130318!4d106.7407558!16s%2Fg%2F12vr0575y!19sChIJx7rs9jPYdDER-UMg","{""tiktok"": ""tiktok.com/vu_mai_anh20"", ""instagram"": ""instagram.com/vu_mai_anh98"", ""zalo"": ""zalo.com/vu_mai_anh8"", ""facebook"": ""facebook.com/vu_mai_anh99"", ""preferred"": ""instagram""}",Referral,[],,2025-04-22 12:01:18,2025-04-25 10:55:10,Prospect
4002,Dương Ngọc Thư,Trung bình,1997-12-27,Nữ,duong.ngoc.thu@gmail.com,764626013,"Cafe Cỏ May, Địa chỉ: 3542+6C7, Nguyễn Khuyến, Cam Đức, Cam Lâm, Khánh Hòa, https://www.google.com/maps/place/Cafe+C%E1%BB%8F+May/data=!4m7!3m6!1s0x3170f50015d22d41:0xabc8e716692ef5e7!8m2!3d12.056105!4d109.151183!16s%2Fg%2F11yb_vzhg4!19sChIJQS3SFQD1cDER5_","{""youtube"": ""youtube.com/duong_ngoc_thu75"", ""preferred"": ""email""}",Event,[],,2025-03-28 05:37:39,2025-06-22 19:05:06,Prospect
4006,Hoàng Ngọc Khánh,Trung bình,1995-01-15,Nam,hoang.ngoc.khanh@icloud.com,536002698,"Nhà Nghỉ 2001, Địa chỉ: 52 Đ. Lý Tự Trọng, TT. Long Hải, Long Điền, Bà Rịa - Vũng Tàu, Số điện thoại: 0948 776 498, https://www.google.com/maps/place/Nh%C3%A0+Ngh%E1%BB%89+2001/data=!4m10!3m9!1s0x317576f41c9eda43:0x921cb31e0e4ddf1f!5m2!4m1!1i2!8m2!3d10.38","{""tiktok"": ""tiktok.com/hoang_ngoc_khanh48"", ""zalo"": ""zalo.com/hoang_ngoc_khanh25"", ""facebook"": ""facebook.com/hoang_ngoc_khanh92"", ""preferred"": ""instagram""}",Referral,"[""nuoc-hoa"", ""bodycare""]",,2025-06-09 13:08:02,2025-08-29 23:36:48,Prospect
4007,Phạm Thị Hoa,Trung bình,1997-05-24,Nữ,pham.thi.hoa@icloud.com,576806158,"Cafe Công viên (dời về), Địa chỉ: F4M7+XW8, Ninh Bình, Ninh Hòa, Khánh Hòa, Số điện thoại: 0964 003 488, https://www.google.com/maps/place/Cafe+C%C3%B4ng+vi%C3%AAn+%28d%E1%BB%9Di+v%E1%BB%81%29/data=!4m7!3m6!1s0x31703f006203429d:0xf5fa006f0d8b8731!8m2!3d12","{""tiktok"": ""tiktok.com/pham_thi_hoa82"", ""instagram"": ""instagram.com/pham_thi_hoa25"", ""zalo"": ""zalo.com/pham_thi_hoa37"", ""facebook"": ""facebook.com/pham_thi_hoa27"", ""preferred"": ""facebook""}",Website,"[""lip-matte"", ""da-nhay-cam""]",Săn coupon khung giờ vàng,2025-07-20 13:53:59,2025-10-09 04:49:00,Prospect
4009,Đỗ Tuấn Ngọc,Trung bình,1994-06-12,Nữ,do.tuan.ngoc5770@yahoo.com,839653143,"Cafe Võng - Mai Anh, Địa chỉ: X5Q7+89P, Cam Thành Nam, Cam Ranh, Khánh Hòa, https://www.google.com/maps/place/Cafe+V%C3%B5ng+-+Mai+Anh/data=!4m7!3m6!1s0x3170f31f91e6624b:0xcb9c7f7989a62707!8m2!3d11.9883367!4d109.1634538!16s%2Fg%2F11ggskz1gj!19sChIJS2LmkR_","{""instagram"": ""instagram.com/do_tuan_ngoc31"", ""zalo"": ""zalo.com/do_tuan_ngoc72"", ""facebook"": ""facebook.com/do_tuan_ngoc81"", ""preferred"": ""zalo""}",Event,"[""lip-matte""]",,2025-05-21 20:43:16,2025-05-28 07:16:58,Prospect
4010,Võ Thu Linh,Trung bình,2001-05-02,Nam,vo.thu.linh@outlook.com,740530175,"ATM Sacombank, Địa chỉ: B4 KCN Giao Long, An Phước, Châu Thành, Bến Tre, Số điện thoại: 1800 585888, https://www.google.com/maps/place/ATM+Sacombank/data=!4m7!3m6!1s0x314089b62e99c2cb:0xdd60927cbe1b35e5!8m2!3d10.2970018!4d106.3945864!16s%2Fg%2F11xygq_ms3!","{""facebook"": ""facebook.com/vo_thu_linh1"", ""preferred"": ""zalo""}",Social,"[""aha-bha"", ""ship-nhanh""]",,2024-12-20 16:35:39,2025-03-26 11:19:40,Prospect
4013,Hồ Ngọc Vy,Trung bình,1988-08-14,Nữ,ho.ngoc.vy7482@hotmail.com,938845238,"ATM - BIDV, Địa chỉ: 290 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh, https://www.google.com/maps/place/ATM+-+BIDV/data=!4m7!3m6!1s0x31752fe3fb14265d:0x9ff8c18d859ac0e9!8m2!3d10.789815!4d106.6841734!16s%2Fg%2F11gxn958h7!19sChIJXSYU--MvdTER6c","{""zalo"": ""zalo.com/ho_ngoc_vy31"", ""facebook"": ""facebook.com/ho_ngoc_vy53"", ""preferred"": ""zalo""}",Website,"[""retinol"", ""nuoc-hoa""]",Fan livestream tối thứ 6,2025-09-17 16:08:05,2025-10-09 02:37:00,Lead
4017,Phan Quốc Thiện,Trung bình,1988-08-20,Nam,phan.quoc.thien2889@yahoo.com,561834536,"Hotel the sky, Địa chỉ: N 5 khu hành chính, Xuân Thạnh, Thống Nhất, Đồng Nai, Số điện thoại: 0907 366 656, https://www.google.com/maps/place/Hotel+the+sky/data=!4m10!3m9!1s0x3174fb858f6ebe0d:0xf2c2ded00cf3935b!5m2!4m1!1i2!8m2!3d10.9500167!4d107.1416578!16","{""zalo"": ""zalo.com/phan_quoc_thien55"", ""facebook"": ""facebook.com/phan_quoc_thien8"", ""youtube"": ""youtube.com/phan_quoc_thien5"", ""preferred"": ""instagram""}",Website,[],,2025-02-28 15:33:17,2025-06-05 01:22:17,Lead
4019,Trần Văn My,Mới,2001-03-09,Nữ,tran.van.my@hotmail.com,814798880,"Cafe Đỉnh, Địa chỉ: 261 Đ. Tên Lửa, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Số điện thoại: 0338 387 918, https://www.google.com/maps/place/Cafe+%C4%90%E1%BB%89nh/data=!4m7!3m6!1s0x31752d88f25aec65:0x88096dd4f2b2b420!8m2!3d10.7495341!4d106.6109754!16s%2Fg%","{""tiktok"": ""tiktok.com/tran_van_my20"", ""youtube"": ""youtube.com/tran_van_my14"", ""preferred"": ""instagram""}",Referral,"[""coupon-hunter"", ""k-beauty""]",,2025-05-03 13:48:58,2025-08-23 01:23:19,Lead
4024,Nguyễn Hữu Nam,Trung bình,2001-10-09,Nam,nguyen.huu.nam@gmail.com,811328858,"Joi Hospitality - Anthony, Địa chỉ: I43 Đ. Phan Huy Ích, Street, Vũng Tàu, Bà Rịa - Vũng Tàu 750000, Số điện thoại: 0254 3514 379, https://www.google.com/maps/place/Joi+Hospitality+-+Anthony/data=!4m10!3m9!1s0x31756ff6057c66f7:0x4acf838fcaa21006!5m2!4m1!1","{""tiktok"": ""tiktok.com/nguyen_huu_nam45"", ""instagram"": ""instagram.com/nguyen_huu_nam59"", ""zalo"": ""zalo.com/nguyen_huu_nam28"", ""facebook"": ""facebook.com/nguyen_huu_nam68"", ""youtube"": ""youtube.com/nguyen_huu_nam22"", ""preferred"": ""instagram""}",Social,"[""retinol"", ""gooming-nam""]",Fan livestream tối thứ 6,2025-06-24 10:15:13,2025-07-26 18:56:31,Prospect
4025,Hoàng Thu Huy,Mới,2006-06-26,Nam,hoang.thu.huy@icloud.com,542591680,"Life Beach Club Resort, Địa chỉ: da ngoai Trung Luong, TT, Khu, Cát Tiến, Phù Cát, Bình Định 590000, Số điện thoại: 0909 091 783, https://www.google.com/maps/place/Life+Beach+Club+Resort/data=!4m10!3m9!1s0x316f46cd5428a7bd:0x891020466cb0c562!5m2!4m1!1i2!8","{""tiktok"": ""tiktok.com/hoang_thu_huy93"", ""instagram"": ""instagram.com/hoang_thu_huy11"", ""facebook"": ""facebook.com/hoang_thu_huy46"", ""preferred"": ""instagram""}",Website,[],,2025-09-02 09:29:24,2025-10-09 07:57:00,Prospect
4026,Hoàng Mai Thiện,Vip,2006-02-22,Nam,hoang.mai.thien@yahoo.com,969981774,"Nhà Thuốc Ngọc Bình, Địa chỉ: Thạch Luyện, Trường Lâm, Nghi Sơn, Thanh Hóa, https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Ng%E1%BB%8Dc+B%C3%ACnh/data=!4m7!3m6!1s0x31370bc87fd144e9:0xb0731b3c195e295c!8m2!3d19.3313373!4d105.7235385!16s%2Fg%2F11sh","{""tiktok"": ""tiktok.com/hoang_mai_thien13"", ""zalo"": ""zalo.com/hoang_mai_thien92"", ""youtube"": ""youtube.com/hoang_mai_thien23"", ""preferred"": ""tiktok""}",Ads,"[""clean-beauty"", ""lip-matte"", ""retinol""]",,2025-06-17 00:47:33,2025-09-15 19:35:34,Prospect
4034,Lê Ngọc Linh,Vip,1994-10-20,Nữ,le.ngoc.linh8998@outlook.com,528008658,"Cafe TT, Địa chỉ: 532/1 Khu Y Tế Kỹ Thuật Cao, An Lạc A, Bình Tân, Hồ Chí Minh, Số điện thoại: 0703 620 269, https://www.google.com/maps/place/Cafe+TT/data=!4m7!3m6!1s0x31752d003f14d3ad:0x6857426b5a9600ed!8m2!3d10.7355918!4d106.6118468!16s%2Fg%2F11x83k_sn","{""instagram"": ""instagram.com/le_ngoc_linh34"", ""zalo"": ""zalo.com/le_ngoc_linh54"", ""preferred"": ""zalo""}",Social,[],,2025-07-01 09:20:40,2025-07-15 12:26:47,Prospect
4038,Bùi Anh My,Trung bình,1982-04-24,Nữ,bui.anh.my@yahoo.com,871396006,"I AM TEA, Địa chỉ: F4RG+M7V, TT. Ninh Hòa, Ninh Hòa, Khánh Hòa, https://www.google.com/maps/place/I+AM+TEA/data=!4m7!3m6!1s0x31703f00349ef7d9:0xf92b7b36ddeeccb9!8m2!3d12.4917471!4d109.125682!16s%2Fg%2F11vrtlpvh2!19sChIJ2feeNAA_cDERuczu3TZ7K_k?authuser=0&h","{""instagram"": ""instagram.com/bui_anh_my66"", ""zalo"": ""zalo.com/bui_anh_my7"", ""youtube"": ""youtube.com/bui_anh_my32"", ""preferred"": ""tiktok""}",Ads,"[""lip-matte"", ""da-nhay-cam"", ""ship-nhanh""]",,2025-09-26 15:10:17,2025-10-09 07:10:00,Prospect
4039,Võ Văn Linh,Trung bình,1994-08-21,Nam,vo.van.linh@yahoo.com,923180781,"Số 10. N.Kiệm. Nhà thuốc hiếu ngọc, Địa chỉ: Số 10 Đường Nguyễn Kiệm, khối 9, Vinh, Nghệ An, Số điện thoại: 0927 279 557, https://www.google.com/maps/place/S%E1%BB%91+10.+N.Ki%E1%BB%87m.+Nh%C3%A0+thu%E1%BB%91c+hi%E1%BA%BFu+ng%E1%BB%8Dc/data=!4m7!3m6!1s0x3","{""tiktok"": ""tiktok.com/vo_van_linh35"", ""instagram"": ""instagram.com/vo_van_linh18"", ""facebook"": ""facebook.com/vo_van_linh49"", ""preferred"": ""email""}",Social,"[""clean-beauty"", ""aha-bha"", ""duong-am""]",,2025-06-08 04:38:43,2025-06-22 10:31:16,Prospect
