LeadID,CustomerID,FullName,Phone,Email,LeadSource,Status,LeadScore,ConversionRate,AssignedTo,CreatedAt,Flow_ID
L004036,4036,Bùi Thị Ngân,868802233,bui.thi.ngan@yahoo.com,InBound,Qualified,12,0.119,Đặng Gia Phúc,2024-11-26 08:42:39,F-2025-004036
L004037,4037,Phạm Minh Anh,810570484,pham.minh.anh3234@yahoo.com,InBound,Lost,0,0.1178,Phạm Minh Khoa,2024-06-07 11:01:09,F-2025-004037
L004038,4038,Bùi Anh My,871396006,bui.anh.my@yahoo.com,InBound,Qualified,36,0.1178,Bùi Yến Nhi,2025-09-26 15:10:17,F-2025-004038
L004039,4039,Võ Văn Linh,923180781,vo.van.linh@yahoo.com,InBound,Qualified,54,0.119,Hoàng Bảo Nguyên,2025-06-08 04:38:43,F-2025-004039
L004040,4040,Ngô Thị Linh,514980553,ngo.thi.linh@icloud.com,InBound,Qualified,12,0.119,Hoàng Bảo Nguyên,2024-10-24 03:15:19,F-2025-004040
L004041,4041,Dương Thanh Dũng,981224055,duong.thanh.dung@yahoo.com,InBound,Qualified,12,0.1178,Đặng Gia Phúc,2025-02-22 17:15:55,F-2025-004041
L004042,4042,Hoàng Văn Kim,816017921,hoang.van.kim@hotmail.com,InBound,Qualified,12,0.1324,Đặng Gia Phúc,2024-07-28 13:29:46,F-2025-004042
L004043,4043,Phạm Văn Linh,556002698,pham.van.linh@hotmail.com,InBound,Nurturing,36,0.1324,Bùi Yến Nhi,2025-05-11 07:02:20,F-2025-004043
L004044,4044,Huỳnh Mai Khánh,857807276,huynh.mai.khanh1283@icloud.com,InBound,Qualified,12,0.1324,Lê Thu Trang,2024-07-13 14:09:34,F-2025-004044
L004045,4045,Lê Phương Trang,940309082,le.phuong.trang@hotmail.com,InBound,Nurturing,36,0.1178,Võ Nhật Linh,2025-10-05 02:14:50,F-2025-004045
L004046,4046,Ngô Văn Kim,927637441,ngo.van.kim393@icloud.com,InBound,Qualified,30,0.1178,Hoàng Bảo Nguyên,2025-05-15 21:29:47,F-2025-004046
L004047,4047,Phan Ngọc Trang,375025208,phan.ngoc.trang@icloud.com,InBound,Qualified,12,0.1178,Bùi Yến Nhi,2024-11-09 21:45:47,F-2025-004047
L004048,4048,Đặng Hữu Khoa,942871014,dang.huu.khoa@icloud.com,InBound,Qualified,36,0.1324,Hoàng Bảo Nguyên,2025-08-04 17:35:06,F-2025-004048
L004049,4049,Dương Thu Kim,947893346,duong.thu.kim@hotmail.com,InBound,Qualified,12,0.1178,Nguyễn Lan Anh,2024-11-22 12:18:39,F-2025-004049
L004050,4050,Hồ Ngọc Linh,587964851,ho.ngoc.linh128@icloud.com,InBound,Nurturing,12,0.1178,Lê Thu Trang,2025-06-01 15:01:11,F-2025-004050
L004051,4051,Đặng Thị Phát,563453441,dang.thi.phat@gmail.com,InBound,Qualified,18,0.1178,Trần Quốc Huy,2025-05-02 21:29:44,F-2025-004051
L004052,4052,Dương Tuấn Quang,358649853,duong.tuan.quang7862@hotmail.com,InBound,Qualified,12,0.119,Đặng Gia Phúc,2024-06-15 19:29:38,F-2025-004052
L004053,4053,Nguyễn Đức Phương,312986472,nguyen.duc.phuong@hotmail.com,InBound,Qualified,12,0.1178,Võ Nhật Linh,2024-04-13 18:34:02,F-2025-004053
L004054,4054,Dương Gia Thiện,945899465,duong.gia.thien6629@hotmail.com,InBound,Qualified,12,0.119,Hoàng Bảo Nguyên,2024-06-22 03:59:19,F-2025-004054
L004055,4055,Võ Tuấn My,995232511,vo.tuan.my2825@gmail.com,InBound,Converted,60,0.119,Lê Thu Trang,2025-06-17 09:00:57,F-2025-004055
L004056,4056,Đặng Minh Giang,573218873,dang.minh.giang@gmail.com,InBound,Qualified,42,0.119,Bùi Yến Nhi,2025-06-19 23:01:08,F-2025-004056
L004057,4057,Nguyễn Lan An,830359137,nguyen.lan.an@hotmail.com,InBound,Qualified,12,0.157,Lê Thu Trang,2024-02-28 15:17:21,F-2025-004057
L004058,4058,Phan Văn My,923171155,phan.van.my@outlook.com,InBound,Lost,0,0.1196,Hoàng Bảo Nguyên,2024-06-30 05:18:18,F-2025-004058
L004059,4059,Đặng Hữu Phương,714884881,dang.huu.phuong@yahoo.com,InBound,Lost,0,0.1178,Phạm Minh Khoa,2025-03-03 18:21:16,F-2025-004059
L004060,4060,Hoàng Minh Giang,825320930,hoang.minh.giang9489@hotmail.com,InBound,Lost,0,0.1178,Bùi Yến Nhi,2024-02-13 14:27:48,F-2025-004060
L004061,4061,Dương Phương Kim,815399958,duong.phuong.kim@hotmail.com,InBound,Qualified,18,0.119,Đặng Gia Phúc,2025-02-08 12:54:33,F-2025-004061
L004062,4062,Trần Thu Hương,942379394,tran.thu.huong2090@yahoo.com,InBound,Lost,0,0.119,Bùi Yến Nhi,2024-06-13 14:24:08,F-2025-004062
L004063,4063,Đặng Quốc Quang,818454475,dang.quoc.quang@yahoo.com,InBound,Lost,0,0.1196,Đặng Gia Phúc,2024-01-08 19:44:02,F-2025-004063
L004064,4064,Lý Quốc Hoa,985396727,ly.quoc.hoa1709@hotmail.com,OutBound,Lost,0,0.0649,Đặng Gia Phúc,2024-09-28 21:18:34,F-2025-004064
L004065,4065,Nguyễn Gia Dũng,848458600,nguyen.gia.dung8870@icloud.com,InBound,Lost,0,0.157,Đặng Gia Phúc,2024-04-08 22:16:26,F-2025-004065
L004066,4066,Dương Tuấn Hương,853597409,duong.tuan.huong@yahoo.com,InBound,Qualified,12,0.1324,Phạm Minh Khoa,2024-06-04 15:36:55,F-2025-004066
L004067,4067,Vũ Thu Khoa,994766746,vu.thu.khoa@icloud.com,InBound,Lost,0,0.1178,Nguyễn Lan Anh,2024-09-01 04:43:58,F-2025-004067
L004068,4068,Huỳnh Mai Hương,768697491,huynh.mai.huong@outlook.com,InBound,Converted,30,0.1196,Bùi Yến Nhi,2024-03-07 22:08:57,F-2025-004068
L004069,4069,Ngô Đức Linh,864152595,ngo.duc.linh@yahoo.com,InBound,Nurturing,12,0.157,Nguyễn Lan Anh,2025-05-11 14:45:12,F-2025-004069
L004070,4070,Lê Quốc Trinh,539752122,le.quoc.trinh7256@icloud.com,InBound,Qualified,12,0.1025,Bùi Yến Nhi,2024-03-15 21:07:26,F-2025-004070
L004071,4071,Bùi Văn Kim,585839485,bui.van.kim@icloud.com,InBound,Qualified,12,0.1178,Đặng Gia Phúc,2024-07-25 20:10:20,F-2025-004071
L004072,4072,Lý Đức Phát,390186599,ly.duc.phat@gmail.com,InBound,Qualified,12,0.1178,Nguyễn Lan Anh,2024-06-19 20:00:26,F-2025-004072
L004073,4073,Đặng Quốc Hạnh,565873041,dang.quoc.hanh5369@icloud.com,InBound,Qualified,12,0.119,Lê Thu Trang,2024-04-14 02:57:58,F-2025-004073
L004074,4074,Ngô Mai Kim,714032047,ngo.mai.kim@hotmail.com,InBound,Lost,0,0.119,Lê Thu Trang,2024-10-04 14:15:50,F-2025-004074
L004075,4075,Ngô Phương Hoa,330540868,ngo.phuong.hoa4611@gmail.com,InBound,Contacted,6,0.119,Đặng Gia Phúc,2025-01-08 07:20:01,F-2025-004075
L004076,4076,Trần Quốc Huy,778633488,tran.quoc.huy891@icloud.com,InBound,Qualified,12,0.1178,Trần Quốc Huy,2024-06-17 21:08:20,F-2025-004076
L004077,4077,Huỳnh Thanh Chi,576644372,huynh.thanh.chi8773@outlook.com,InBound,Qualified,12,0.1178,Lê Thu Trang,2024-10-15 01:16:17,F-2025-004077
L004078,4078,Bùi Thu Tài,762362745,bui.thu.tai@yahoo.com,InBound,Qualified,24,0.119,Bùi Yến Nhi,2025-05-04 22:49:33,F-2025-004078
L004079,4079,Hoàng Quốc Hạnh,390950022,hoang.quoc.hanh@icloud.com,InBound,Qualified,12,0.119,Đặng Gia Phúc,2024-09-21 03:44:03,F-2025-004079
L004080,4080,Phạm Ngọc Lộc,974451687,pham.ngoc.loc@icloud.com,InBound,Qualified,12,0.1324,Hoàng Bảo Nguyên,2024-01-27 16:52:40,F-2025-004080
L004081,4081,Dương Thị Trinh,995294201,duong.thi.trinh@gmail.com,InBound,Nurturing,12,0.1324,Phạm Minh Khoa,2025-05-26 19:42:28,F-2025-004081
L004082,4082,Lê Văn Kim,954075752,le.van.kim9016@icloud.com,InBound,Qualified,12,0.119,Nguyễn Lan Anh,2024-07-25 18:18:45,F-2025-004082
L004083,4083,Phạm Văn Ngân,751773702,pham.van.ngan@yahoo.com,InBound,Qualified,18,0.1178,Nguyễn Lan Anh,2025-02-22 20:57:24,F-2025-004083
L004084,4084,Dương Quốc Kim,937338430,duong.quoc.kim9345@icloud.com,InBound,Lost,0,0.1324,Bùi Yến Nhi,2024-01-16 21:21:23,F-2025-004084
L004085,4085,Dương Thanh Ngân,947305335,duong.thanh.ngan@outlook.com,InBound,Lost,0,0.157,Phạm Minh Khoa,2024-09-16 12:30:07,F-2025-004085
L004086,4086,Dương Anh Chi,370849955,duong.anh.chi@yahoo.com,InBound,Qualified,12,0.1178,Bùi Yến Nhi,2024-08-05 04:40:53,F-2025-004086
L004087,4087,Lê Minh An,731998388,le.minh.an@gmail.com,InBound,Nurturing,18,0.1196,Lê Thu Trang,2025-07-07 20:01:45,F-2025-004087
L004088,4088,Vũ Ngọc Trang,776199172,vu.ngoc.trang@gmail.com,InBound,Qualified,12,0.1025,Võ Nhật Linh,2024-05-01 13:52:31,F-2025-004088
L004089,4089,Hồ Phương Anh,545907054,ho.phuong.anh@gmail.com,InBound,Converted,30,0.119,Võ Nhật Linh,2024-01-18 23:12:35,F-2025-004089
L004090,4090,Trần Quốc Linh,555188905,tran.quoc.linh2915@hotmail.com,OutBound,Qualified,30,0.0649,Trần Quốc Huy,2025-04-17 06:57:22,F-2025-004090
L004091,4091,Đỗ Đức Thảo,519884024,do.duc.thao@icloud.com,InBound,Qualified,12,0.119,Đặng Gia Phúc,2024-01-23 19:04:54,F-2025-004091
L004092,4092,Ngô Gia Khoa,598138875,ngo.gia.khoa7415@hotmail.com,InBound,Lost,0,0.119,Phạm Minh Khoa,2024-02-07 06:51:08,F-2025-004092
L004093,4093,Vũ Tuấn My,760113988,vu.tuan.my@hotmail.com,InBound,Qualified,12,0.1178,Phạm Minh Khoa,2024-11-18 22:01:45,F-2025-004093
L004094,4094,Bùi Lan Kim,798715069,bui.lan.kim@outlook.com,InBound,Lost,0,0.119,Hoàng Bảo Nguyên,2024-01-08 19:15:12,F-2025-004094
L004095,4095,Đỗ Minh Lộc,325574220,do.minh.loc9348@gmail.com,InBound,Nurturing,18,0.1178,Bùi Yến Nhi,2025-09-08 13:56:47,F-2025-004095
L004096,4096,Lý Lan Trung,722423321,ly.lan.trung3930@outlook.com,InBound,Converted,36,0.157,Bùi Yến Nhi,2025-07-09 01:48:42,F-2025-004096
L004097,4097,Võ Thanh Ngân,916524648,vo.thanh.ngan@gmail.com,InBound,Qualified,12,0.119,Phạm Minh Khoa,2024-06-21 05:04:39,F-2025-004097
L004098,4098,Võ Thu Trinh,578931417,vo.thu.trinh@yahoo.com,InBound,Lost,0,0.1025,Hoàng Bảo Nguyên,2024-01-01 12:13:13,F-2025-004098
L004099,4099,Dương Mai Ngân,398458695,duong.mai.ngan@hotmail.com,InBound,Qualified,12,0.119,Bùi Yến Nhi,2024-11-27 08:52:45,F-2025-004099
L004100,4100,Đặng Thị Ngọc,397820331,dang.thi.ngoc@gmail.com,InBound,Qualified,12,0.119,Trần Quốc Huy,2024-01-24 18:27:08,F-2025-004100
L004101,4101,Đặng Gia Hương,824903621,dang.gia.huong@hotmail.com,InBound,Qualified,12,0.119,Trần Quốc Huy,2024-07-05 03:13:34,F-2025-004101
L004102,4102,Đỗ Thu Hương,775891926,do.thu.huong@hotmail.com,InBound,Converted,66,0.1196,Trần Quốc Huy,2025-07-02 20:53:33,F-2025-004102
L004103,4103,Phan Quốc Quang,941243819,phan.quoc.quang@gmail.com,InBound,Qualified,12,0.119,Bùi Yến Nhi,2024-03-18 09:22:03,F-2025-004103
L004104,4104,Hoàng Minh Quang,351895625,hoang.minh.quang@outlook.com,InBound,Converted,30,0.119,Võ Nhật Linh,2024-06-29 13:48:32,F-2025-004104
L004105,4105,Võ Phương Thiện,882497830,vo.phuong.thien@icloud.com,InBound,Qualified,12,0.119,Võ Nhật Linh,2024-08-20 16:48:38,F-2025-004105
L004106,4106,Hoàng Mai Trinh,789708818,hoang.mai.trinh@hotmail.com,InBound,Lost,0,0.119,Hoàng Bảo Nguyên,2024-08-19 21:32:00,F-2025-004106
L004107,4107,Huỳnh Tuấn Lộc,823749998,huynh.tuan.loc5941@hotmail.com,InBound,Converted,48,0.1178,Đặng Gia Phúc,2025-01-04 16:55:04,F-2025-004107
L004108,4108,Hồ Thu Ngân,952604886,ho.thu.ngan9995@icloud.com,InBound,Qualified,12,0.119,Trần Quốc Huy,2024-05-26 22:00:48,F-2025-004108
L004109,4109,Ngô Mai Phương,866316497,ngo.mai.phuong@yahoo.com,InBound,Qualified,12,0.1196,Hoàng Bảo Nguyên,2024-02-25 19:45:51,F-2025-004109
L004110,4110,Lý Anh Hoa,728242446,ly.anh.hoa@yahoo.com,InBound,Lost,0,0.119,Võ Nhật Linh,2024-09-07 05:28:15,F-2025-004110
L004111,4111,Ngô Thanh Linh,710991489,ngo.thanh.linh@icloud.com,InBound,Qualified,12,0.1178,Bùi Yến Nhi,2024-11-27 04:41:48,F-2025-004111
L004112,4112,Ngô Thanh Giang,972835060,ngo.thanh.giang@gmail.com,InBound,Converted,42,0.1178,Hoàng Bảo Nguyên,2024-01-12 19:42:23,F-2025-004112
L004113,4113,Phạm Mai Thảo,948089293,pham.mai.thao5430@yahoo.com,InBound,Converted,30,0.1324,Võ Nhật Linh,2024-01-01 18:00:31,F-2025-004113
L004114,4114,Phan Thị Vy,715459161,phan.thi.vy@icloud.com,InBound,Converted,30,0.1178,Bùi Yến Nhi,2025-01-20 12:29:02,F-2025-004114
L004115,4115,Vũ Ngọc Trung,915844554,vu.ngoc.trung2481@yahoo.com,InBound,Converted,42,0.1324,Nguyễn Lan Anh,2024-11-21 00:07:38,F-2025-004115
L004116,4116,Võ Phương Trinh,329411879,vo.phuong.trinh@yahoo.com,InBound,Nurturing,24,0.119,Lê Thu Trang,2025-09-29 15:35:53,F-2025-004116
L004117,4117,Dương Minh Thư,857104490,duong.minh.thu@icloud.com,InBound,Qualified,12,0.1178,Đặng Gia Phúc,2024-03-14 01:44:26,F-2025-004117
L004118,4118,Nguyễn Văn Quang,819022732,nguyen.van.quang8137@outlook.com,InBound,Qualified,12,0.119,Bùi Yến Nhi,2024-08-29 11:10:44,F-2025-004118
L004119,4119,Huỳnh Thu Linh,527736455,huynh.thu.linh@icloud.com,InBound,Qualified,12,0.119,Lê Thu Trang,2024-01-08 09:38:46,F-2025-004119
L004120,4120,Lý Lan Vy,981817173,ly.lan.vy@gmail.com,InBound,Converted,36,0.119,Hoàng Bảo Nguyên,2025-03-30 12:29:38,F-2025-004120
L004121,4121,Võ Phương Bảo,962109720,vo.phuong.bao@outlook.com,InBound,Qualified,12,0.1196,Phạm Minh Khoa,2024-07-18 09:46:42,F-2025-004121
L004122,4122,Võ Minh Yến,915285464,vo.minh.yen@hotmail.com,InBound,Qualified,36,0.119,Trần Quốc Huy,2025-03-18 04:52:43,F-2025-004122
L004123,4123,Phan Quốc Trà,944220480,phan.quoc.tra3539@gmail.com,InBound,Converted,42,0.119,Đặng Gia Phúc,2024-03-27 20:45:00,F-2025-004123
L004124,4124,Huỳnh Thu Trinh,556603125,huynh.thu.trinh@icloud.com,InBound,Qualified,12,0.1196,Phạm Minh Khoa,2024-05-14 23:43:37,F-2025-004124
L004125,4125,Nguyễn Lan Hạnh,911613265,nguyen.lan.hanh@hotmail.com,InBound,Lost,0,0.1196,Trần Quốc Huy,2024-05-22 18:37:08,F-2025-004125
L004126,4126,Võ Đức Phương,751996647,vo.duc.phuong5253@outlook.com,InBound,Qualified,12,0.1196,Lê Thu Trang,2024-08-18 01:17:41,F-2025-004126
L004127,4127,Phan Tuấn Linh,373525994,phan.tuan.linh6413@hotmail.com,InBound,Qualified,12,0.119,Trần Quốc Huy,2024-09-03 12:17:39,F-2025-004127
L004128,4128,Ngô Phương Anh,990472312,ngo.phuong.anh@yahoo.com,InBound,Qualified,12,0.1178,Đặng Gia Phúc,2024-05-23 01:24:19,F-2025-004128
L004129,4129,Vũ Gia Thư,721338035,vu.gia.thu1970@hotmail.com,InBound,Contacted,6,0.157,Phạm Minh Khoa,2025-06-05 20:42:47,F-2025-004129
L004130,4130,Vũ Ngọc Ngọc,336042535,vu.ngoc.ngoc@hotmail.com,InBound,Qualified,12,0.1178,Bùi Yến Nhi,2024-05-18 08:39:18,F-2025-004130
L004131,4131,Ngô Tuấn Dũng,852806198,ngo.tuan.dung@gmail.com,InBound,Lost,0,0.119,Bùi Yến Nhi,2024-01-23 09:22:37,F-2025-004131
L004132,4132,Lê Tuấn Giang,731019353,le.tuan.giang@icloud.com,InBound,Qualified,12,0.1196,Đặng Gia Phúc,2024-09-20 15:58:04,F-2025-004132
L004133,4133,Hoàng Quốc Phương,867214369,hoang.quoc.phuong@icloud.com,InBound,Qualified,24,0.1324,Trần Quốc Huy,2025-09-03 23:09:36,F-2025-004133
L004134,4134,Phan Thanh Phương,738089093,phan.thanh.phuong4661@outlook.com,InBound,Lost,0,0.1196,Phạm Minh Khoa,2024-02-12 17:39:49,F-2025-004134
L004135,4135,Hồ Lan Nhung,894947445,ho.lan.nhung@outlook.com,InBound,Converted,36,0.119,Phạm Minh Khoa,2025-05-02 00:59:46,F-2025-004135
L004136,4136,Nguyễn Tuấn Ngân,713729049,nguyen.tuan.ngan@outlook.com,InBound,Lost,0,0.1178,Đặng Gia Phúc,2024-06-09 17:30:55,F-2025-004136
L004137,4137,Dương Thanh An,335741121,duong.thanh.an@hotmail.com,InBound,Lost,0,0.1196,Bùi Yến Nhi,2024-10-04 21:36:35,F-2025-004137
L004138,4138,Đỗ Phương Anh,924671961,do.phuong.anh@gmail.com,InBound,Qualified,12,0.119,Đặng Gia Phúc,2024-06-13 20:57:20,F-2025-004138
L004139,4139,Ngô Mai Hương,391760270,ngo.mai.huong@hotmail.com,InBound,Lost,0,0.1196,Nguyễn Lan Anh,2024-06-23 11:39:10,F-2025-004139
L004140,4140,Hồ Thanh My,722290322,ho.thanh.my@hotmail.com,InBound,Converted,72,0.1196,Trần Quốc Huy,2025-08-03 16:17:24,F-2025-004140
L004141,4141,Lý Minh Hương,884838677,ly.minh.huong@hotmail.com,InBound,Qualified,12,0.1025,Bùi Yến Nhi,2024-08-08 01:28:33,F-2025-004141
L004142,4142,Trần Lan Phương,994734929,tran.lan.phuong@hotmail.com,InBound,Qualified,12,0.1178,Lê Thu Trang,2024-10-10 08:48:06,F-2025-004142
L004143,4143,Hoàng Anh Lộc,392596396,hoang.anh.loc@outlook.com,InBound,Qualified,12,0.1178,Phạm Minh Khoa,2024-08-25 23:04:40,F-2025-004143
L004144,4144,Đỗ Anh Ngân,776084834,do.anh.ngan4112@hotmail.com,InBound,Lost,0,0.1196,Nguyễn Lan Anh,2024-04-13 13:05:58,F-2025-004144
L004145,4145,Huỳnh Mai Ngọc,833257502,huynh.mai.ngoc@hotmail.com,InBound,Lost,0,0.119,Hoàng Bảo Nguyên,2024-07-23 03:32:56,F-2025-004145
L004146,4146,Dương Thanh Trung,837175896,duong.thanh.trung@yahoo.com,InBound,Qualified,12,0.119,Lê Thu Trang,2024-10-07 09:26:28,F-2025-004146
L004147,4147,Dương Đức Trinh,549957172,duong.duc.trinh8672@outlook.com,InBound,Lost,0,0.119,Lê Thu Trang,2024-05-27 22:50:11,F-2025-004147
L004148,4148,Phạm Lan Trà,750614349,pham.lan.tra1216@gmail.com,InBound,Nurturing,30,0.119,Trần Quốc Huy,2025-07-30 07:57:46,F-2025-004148
L004149,4149,Vũ Tuấn Hương,542044308,vu.tuan.huong@icloud.com,InBound,Qualified,18,0.1196,Phạm Minh Khoa,2025-06-15 16:35:33,F-2025-004149
L004150,4150,Trần Lan Ngọc,882349675,tran.lan.ngoc@hotmail.com,InBound,Qualified,12,0.1178,Trần Quốc Huy,2024-12-14 11:47:49,F-2025-004150
L004151,4151,Võ Ngọc An,311630253,vo.ngoc.an7308@outlook.com,InBound,Converted,30,0.1178,Đặng Gia Phúc,2024-09-09 00:12:28,F-2025-004151
L004152,4152,Đỗ Gia Khánh,786914587,do.gia.khanh@icloud.com,InBound,Qualified,12,0.1196,Bùi Yến Nhi,2024-05-25 14:45:17,F-2025-004152
L004153,4153,Huỳnh Mai Dũng,749375900,huynh.mai.dung@yahoo.com,InBound,Qualified,12,0.1196,Trần Quốc Huy,2024-04-16 19:30:21,F-2025-004153
L004154,4154,Vũ Hữu Trung,549310688,vu.huu.trung@gmail.com,InBound,Qualified,30,0.119,Phạm Minh Khoa,2025-08-16 18:11:21,F-2025-004154
L004155,4155,Hồ Phương Thảo,975826065,ho.phuong.thao@outlook.com,InBound,Converted,30,0.119,Nguyễn Lan Anh,2024-08-30 07:07:06,F-2025-004155
L004156,4156,Đặng Ngọc Hoa,532021095,dang.ngoc.hoa6635@yahoo.com,InBound,Lost,0,0.119,Lê Thu Trang,2024-02-06 21:33:56,F-2025-004156
L004157,4157,Đặng Mai Nhung,510428739,dang.mai.nhung@yahoo.com,InBound,Qualified,24,0.1178,Trần Quốc Huy,2025-01-03 21:30:22,F-2025-004157
L004158,4158,Hồ Đức An,532000387,ho.duc.an@outlook.com,InBound,Qualified,12,0.119,Lê Thu Trang,2025-01-12 10:15:32,F-2025-004158
L004159,4159,Huỳnh Hữu Khánh,384567187,huynh.huu.khanh@yahoo.com,InBound,Converted,42,0.1196,Nguyễn Lan Anh,2024-04-29 07:00:29,F-2025-004159
L004160,4160,Vũ Minh Hạnh,540436106,vu.minh.hanh@gmail.com,InBound,Qualified,12,0.1178,Bùi Yến Nhi,2024-12-23 08:20:41,F-2025-004160
L004161,4161,Hồ Thanh Thư,888261793,ho.thanh.thu@icloud.com,InBound,Qualified,36,0.1178,Bùi Yến Nhi,2025-09-07 14:23:07,F-2025-004161
L004162,4162,Lê Mai Bảo,914651392,le.mai.bao@gmail.com,InBound,Converted,60,0.1178,Nguyễn Lan Anh,2025-08-12 07:58:29,F-2025-004162
L004163,4163,Đỗ Thị Trinh,787063202,do.thi.trinh@hotmail.com,InBound,Lost,0,0.1178,Lê Thu Trang,2024-06-06 13:17:17,F-2025-004163
L004164,4164,Dương Văn Trinh,751063926,duong.van.trinh@gmail.com,InBound,Qualified,12,0.1178,Nguyễn Lan Anh,2024-10-04 10:02:16,F-2025-004164
L004165,4165,Vũ Lan Ngọc,916338854,vu.lan.ngoc9769@yahoo.com,InBound,Qualified,12,0.1324,Bùi Yến Nhi,2024-07-23 22:43:57,F-2025-004165
L004166,4166,Ngô Phương Chi,357625118,ngo.phuong.chi@icloud.com,InBound,Qualified,12,0.1324,Nguyễn Lan Anh,2024-06-11 07:56:58,F-2025-004166
L004167,4167,Hồ Lan Vy,531150318,ho.lan.vy3847@icloud.com,InBound,Qualified,18,0.119,Nguyễn Lan Anh,2025-02-12 04:37:55,F-2025-004167
L004168,4168,Huỳnh Gia Khoa,598635018,huynh.gia.khoa4900@gmail.com,InBound,Nurturing,12,0.1178,Võ Nhật Linh,2025-01-18 11:10:39,F-2025-004168
L004169,4169,Hồ Minh Thiện,940664561,ho.minh.thien@icloud.com,InBound,Qualified,12,0.119,Phạm Minh Khoa,2024-10-04 23:07:26,F-2025-004169
L004170,4170,Lê Mai Yến,589799530,le.mai.yen@outlook.com,InBound,Lost,0,0.1196,Nguyễn Lan Anh,2025-01-14 11:06:33,F-2025-004170
L004171,4171,Dương Thị Kim,714441113,duong.thi.kim@icloud.com,InBound,Lost,0,0.1178,Hoàng Bảo Nguyên,2024-01-01 12:38:35,F-2025-004171
L004172,4172,Hồ Lan Khánh,398266329,ho.lan.khanh@yahoo.com,InBound,Nurturing,54,0.1324,Đặng Gia Phúc,2025-09-25 15:37:29,F-2025-004172
L004173,4173,Trần Quốc Huy,920937497,tran.quoc.huy@yahoo.com,InBound,Qualified,12,0.1025,Lê Thu Trang,2024-02-13 02:38:57,F-2025-004173
L004174,4174,Đặng Hữu My,829579264,dang.huu.my@outlook.com,OutBound,Lost,0,0.0649,Trần Quốc Huy,2025-02-13 04:13:07,F-2025-004174
L004175,4175,Phạm Văn Kim,956357948,pham.van.kim@gmail.com,InBound,Converted,42,0.157,Trần Quốc Huy,2024-07-12 16:40:10,F-2025-004175
L004176,4176,Lê Minh Hương,739132722,le.minh.huong8413@outlook.com,InBound,Qualified,24,0.1196,Võ Nhật Linh,2025-06-03 01:25:24,F-2025-004176
L004177,4177,Hồ Thu Trang,864717670,ho.thu.trang8656@yahoo.com,InBound,Qualified,24,0.1196,Lê Thu Trang,2025-06-10 18:24:36,F-2025-004177
L004178,4178,Bùi Lan Thảo,378585851,bui.lan.thao@icloud.com,InBound,Qualified,24,0.119,Nguyễn Lan Anh,2025-05-12 15:09:20,F-2025-004178
L004179,4179,Hoàng Anh Ngân,845056795,hoang.anh.ngan9915@gmail.com,InBound,Lost,0,0.1196,Trần Quốc Huy,2024-01-13 11:36:23,F-2025-004179
L004180,4180,Đỗ Thị Huy,593098901,do.thi.huy@gmail.com,InBound,Converted,60,0.1196,Lê Thu Trang,2025-09-14 21:34:38,F-2025-004180
L004181,4181,Bùi Thanh Linh,339095341,bui.thanh.linh3319@icloud.com,InBound,Lost,0,0.119,Bùi Yến Nhi,2024-03-31 15:08:52,F-2025-004181
L004182,4182,Bùi Phương Trang,971516038,bui.phuong.trang1632@yahoo.com,InBound,Qualified,12,0.1178,Võ Nhật Linh,2024-03-31 18:21:45,F-2025-004182
L004183,4183,Đặng Thu Trà,829519930,dang.thu.tra5930@hotmail.com,InBound,Qualified,12,0.119,Hoàng Bảo Nguyên,2025-05-17 05:36:45,F-2025-004183
L004184,4184,Đặng Đức Nhung,570352493,dang.duc.nhung@gmail.com,InBound,Qualified,12,0.119,Võ Nhật Linh,2024-03-21 23:19:22,F-2025-004184
L004185,4185,Huỳnh Thanh Kim,811939946,huynh.thanh.kim5644@hotmail.com,InBound,Converted,60,0.119,Phạm Minh Khoa,2025-08-18 00:04:12,F-2025-004185
L004186,4186,Đặng Thị Kim,868056046,dang.thi.kim@icloud.com,InBound,Qualified,24,0.119,Phạm Minh Khoa,2025-03-16 22:01:33,F-2025-004186
L004187,4187,Đặng Thu Phương,312268601,dang.thu.phuong@hotmail.com,InBound,Qualified,12,0.119,Lê Thu Trang,2025-04-28 15:58:36,F-2025-004187
L004188,4188,Bùi Văn Vy,560432523,bui.van.vy1848@outlook.com,InBound,Qualified,18,0.1196,Đặng Gia Phúc,2025-09-25 17:21:33,F-2025-004188
L004189,4189,Phan Mai Trà,744421128,phan.mai.tra@outlook.com,InBound,Qualified,12,0.1178,Bùi Yến Nhi,2024-12-24 23:43:50,F-2025-004189
L004190,4190,Phạm Thu Trinh,895072098,pham.thu.trinh@hotmail.com,InBound,Lost,0,0.1324,Phạm Minh Khoa,2024-09-14 12:25:39,F-2025-004190
L004191,4191,Hoàng Văn Linh,761787094,hoang.van.linh@outlook.com,InBound,Qualified,12,0.119,Lê Thu Trang,2024-06-14 22:30:18,F-2025-004191
L004192,4192,Bùi Văn Thảo,536411759,bui.van.thao@yahoo.com,InBound,Converted,42,0.1324,Hoàng Bảo Nguyên,2025-01-03 21:24:32,F-2025-004192
L004193,4193,Đỗ Thu Nhung,531696681,do.thu.nhung@hotmail.com,InBound,Qualified,18,0.157,Trần Quốc Huy,2024-12-23 18:58:33,F-2025-004193
