customer_id,full_name,customer_type,birth_date,gender,email,phone,address,social_channels,source,tags,notes,created_at,updated_at
4760,Dương Anh Dũng,Trung bình,1984-10-10,Nam,duong.anh.dung1471@icloud.com,0919851305,"Địa chỉ: Trường THPT Nguyễn Khuyến, 327, QL13, Khu phố 5, Thủ Đức, Hồ Chí Minh 700000","{""instagram"": ""instagram.com/duong_anh_dung66"", ""zalo"": ""zalo.com/duong_anh_dung86"", ""tiktok"": ""tiktok.com/duong_anh_dung75"", ""preferred"": ""tiktok""}",Website,"[""yeu-son"", ""khach-quen""]",,2024-11-07 23:06:28,2024-11-24 18:30:02
4761,Bùi Đức Quang,Tiềm năng,1983-10-15,Nam,bui.duc.quang3253@yahoo.com,0529125588,"Địa chỉ: W542+GCH, Phan Bội Châu, Cam Linh, Cam Ranh, Khánh Hòa","{""facebook"": ""facebook.com/bui_duc_quang18"", ""preferred"": ""tiktok""}",Referral,"[""duong-toc"", ""nuoc-hoa"", ""nam""]","Da nhạy cảm, tránh hương liệu mạnh",2024-05-04 16:33:40,2024-05-19 07:25:35
4762,Đỗ Gia Trang,Trung bình,1973-07-10,Nữ,do.gia.trang@outlook.com,0596254808,"Địa chỉ: X5VP+48H, Cam Nghĩa, Cam Ranh, Khánh Hòa","{""facebook"": ""facebook.com/do_gia_trang21"", ""tiktok"": ""tiktok.com/do_gia_trang19"", ""preferred"": ""phone""}",Event,[],,2024-06-10 12:27:19,2024-08-13 08:49:50
4763,Huỳnh Quốc Linh,Trung bình,1999-07-30,Nữ,huynh.quoc.linh734@gmail.com,0835537195,"Địa chỉ: C254+P79, Phước Dinh, Ninh Phước, Ninh Thuận","{""instagram"": ""instagram.com/huynh_quoc_linh55"", ""preferred"": ""instagram""}",Referral,[],Ưu tiên sản phẩm thiên nhiên,2023-10-09 18:17:28,2023-12-12 18:45:20
4764,Nguyễn Mai Hương,Trung bình,2007-09-03,Nữ,nguyen.mai.huong3541@gmail.com,0980027416,"Địa chỉ: 707 Quang Trung, Tây Sơn, Tam Điệp, Ninh Bình","{""facebook"": ""facebook.com/nguyen_mai_huong6"", ""instagram"": ""instagram.com/nguyen_mai_huong11"", ""preferred"": ""email""}",Website,"[""chong-nang"", ""nam""]",,2023-02-02 06:34:44,2023-04-19 17:43:52
4765,Đỗ Gia Linh,Tiềm năng,2003-10-15,Nữ,do.gia.linh6662@outlook.com,0831597189,"Địa chỉ: Quốc Lộ 1A, Khu Phố Long Hải Nam, Phường Xuân Phú, Thị Xã Sông Cầu, Sông Cầu, Phú Yên","{""zalo"": ""zalo.com/do_gia_linh60"", ""tiktok"": ""tiktok.com/do_gia_linh34"", ""preferred"": ""facebook""}",Website,[],,2023-09-23 07:10:32,2024-03-02 04:00:33
4766,Vũ Hữu Lộc,Trung bình,1971-03-22,Nam,vu.huu.loc951@yahoo.com,0566724431,"Địa chỉ: 29a Lương Ngọc Quyến, Phủ Hà, Phan Rang-Tháp Chàm, Ninh Thuận","{""facebook"": ""facebook.com/vu_huu_loc52"", ""tiktok"": ""tiktok.com/vu_huu_loc77"", ""preferred"": ""phone""}",Referral,[],,2023-03-19 04:13:08,2023-05-28 17:39:00
4767,Dương Quốc Bảo,Mới,2001-08-08,Nam,duong.quoc.bao@yahoo.com,0964143499,"Địa chỉ: 5VRV+4PJ, Tịnh Khê, Sơn Tịnh, Quảng Ngãi","{""instagram"": ""instagram.com/duong_quoc_bao42"", ""tiktok"": ""tiktok.com/duong_quoc_bao19"", ""preferred"": ""zalo""}",Ads,[],,2025-09-05 20:40:42,2025-10-09 03:22:00
4768,Phan Văn Khánh,Tiềm năng,2007-09-24,Nam,phan.van.khanh@outlook.com,0813346363,"Địa chỉ: 54 Đ. Nguyễn Thị Minh Khai, kp. tân long p, Dĩ An, Bình Dương 75311","{""instagram"": ""instagram.com/phan_van_khanh91"", ""zalo"": ""zalo.com/phan_van_khanh10"", ""tiktok"": ""tiktok.com/phan_van_khanh31"", ""preferred"": ""zalo""}",Event,"[""da-nhay-cam"", ""duong-da"", ""duong-toc""]",,2024-01-15 00:26:51,2024-04-01 07:02:13
4769,Đặng Ngọc Linh,Tiềm năng,1990-10-19,Nữ,dang.ngoc.linh1352@hotmail.com,0781298200,"Địa chỉ: 221 Nguyễn Thái Học, Ngô Mây, Quy Nhơn, Bình Định","{""facebook"": ""facebook.com/dang_ngoc_linh46"", ""zalo"": ""zalo.com/dang_ngoc_linh12"", ""tiktok"": ""tiktok.com/dang_ngoc_linh15"", ""preferred"": ""zalo""}",Ads,[],Ưu tiên sản phẩm thiên nhiên,2023-03-13 09:11:28,2023-05-08 07:25:00
4770,Ngô Văn An,Trung bình,1990-04-01,Nữ,ngo.van.an@icloud.com,0963801571,"Địa chỉ: 27 Nguyễn Cao Luyện, Phước Trung, Nha Trang, Khánh Hòa","{""zalo"": ""zalo.com/ngo_van_an41"", ""preferred"": ""instagram""}",Referral,[],,2025-06-09 08:19:24,2025-06-20 23:53:27
4771,Huỳnh Quốc Chi,Tiềm năng,1964-06-04,Nữ,huynh.quoc.chi6342@outlook.com,0775314007,"Địa chỉ: Châu Bộ, Kinh Môn, Hải Dương","{""facebook"": ""facebook.com/huynh_quoc_chi3"", ""zalo"": ""zalo.com/huynh_quoc_chi80"", ""preferred"": ""tiktok""}",Referral,[],,2023-05-29 14:28:53,2023-08-17 06:12:46
4772,Hồ Đức Dũng,Trung bình,1962-10-29,Nam,ho.duc.dung@hotmail.com,0545108063,"Địa chỉ: 8FJ7+GW2, Unnamed Road, Hoà Định, Chợ Gạo, Tiền Giang","{""zalo"": ""zalo.com/ho_duc_dung64"", ""preferred"": ""instagram""}",Referral,"[""chong-nang"", ""tri-mun""]",Ưu tiên sản phẩm thiên nhiên,2023-02-18 07:22:13,2023-04-11 22:09:08
4773,Phan Phương Linh,Tiềm năng,1986-11-22,Nữ,phan.phuong.linh@hotmail.com,0587627260,"Địa chỉ: 220 Nguyễn Thị Định, Nguyễn Văn Cừ, Quy Nhơn, Bình Định 55000","{""facebook"": ""facebook.com/phan_phuong_linh97"", ""instagram"": ""instagram.com/phan_phuong_linh18"", ""zalo"": ""zalo.com/phan_phuong_linh59"", ""preferred"": ""instagram""}",Website,[],Thích mùi nước hoa nhẹ,2023-12-09 00:36:37,2024-04-20 10:31:41
4774,Hồ Văn Giang,Trung bình,1966-10-11,Nữ,ho.van.giang5115@icloud.com,0523163948,"Địa chỉ: Cái Dăm, Bãi Cháy, Hạ Long, Quảng Ninh 01120","{""instagram"": ""instagram.com/ho_van_giang99"", ""tiktok"": ""tiktok.com/ho_van_giang84"", ""preferred"": ""zalo""}",Website,[],,2025-02-15 07:33:31,2025-04-19 03:24:23
4775,Dương Đức Linh,Vip,1969-05-22,Nữ,duong.duc.linh8524@hotmail.com,0385879559,"Địa chỉ: 35/10 Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh","{""facebook"": ""facebook.com/duong_duc_linh45"", ""zalo"": ""zalo.com/duong_duc_linh58"", ""preferred"": ""email""}",Website,"[""nu""]",,2023-02-28 09:00:22,2023-04-29 02:29:41
4776,Lê Lan Nam,Mới,1996-05-22,Nam,le.lan.nam@yahoo.com,0394624992,"Địa chỉ: X5Q7+89P, Cam Thành Nam, Cam Ranh, Khánh Hòa","{""facebook"": ""facebook.com/le_lan_nam72"", ""tiktok"": ""tiktok.com/le_lan_nam74"", ""preferred"": ""email""}",Ads,[],,2025-06-03 18:05:23,2025-10-09 09:29:00
4777,Dương Quốc Chi,Tiềm năng,2007-01-01,Nam,duong.quoc.chi@icloud.com,0551430797,"Địa chỉ: 90 Ngô Quyền, P, Phan Rang-Tháp Chàm, Ninh Thuận 59000","{""instagram"": ""instagram.com/duong_quoc_chi8"", ""zalo"": ""zalo.com/duong_quoc_chi32"", ""tiktok"": ""tiktok.com/duong_quoc_chi34"", ""preferred"": ""tiktok""}",Event,[],Thích mùi nước hoa nhẹ,2024-08-20 02:37:16,2024-11-25 20:30:07
4778,Đỗ Anh Phương,Tiềm năng,1999-07-04,Nữ,do.anh.phuong8921@yahoo.com,0379448529,"Địa chỉ: BT1 Pháp Vân, Tứ Hiệp, Hoàng Mai, Hà Nội 11719","{""facebook"": ""facebook.com/do_anh_phuong23"", ""instagram"": ""instagram.com/do_anh_phuong45"", ""tiktok"": ""tiktok.com/do_anh_phuong67"", ""preferred"": ""facebook""}",Event,[],,2023-12-13 20:54:13,2024-01-06 12:05:52
4779,Nguyễn Mai Kim,Trung bình,2007-04-18,Nữ,nguyen.mai.kim@yahoo.com,0555973868,"Địa chỉ: Bờ kè Trần Hưng Đạo, Phước Hải, Đất Đỏ, Bà Rịa - Vũng Tàu 794650","{""facebook"": ""facebook.com/nguyen_mai_kim3"", ""instagram"": ""instagram.com/nguyen_mai_kim36"", ""zalo"": ""zalo.com/nguyen_mai_kim36"", ""tiktok"": ""tiktok.com/nguyen_mai_kim5"", ""preferred"": ""facebook""}",Ads,[],,2025-08-23 06:23:39,2025-10-09 10:57:00
4780,Đặng Hữu Quang,Trung bình,2001-07-17,Nam,dang.huu.quang@outlook.com,0391716732,"Địa chỉ: Ninh Thủy, Ninh Hòa, Ninh Thuỷ, Nnh Hòa, Khánh Hòa","{""instagram"": ""instagram.com/dang_huu_quang15"", ""zalo"": ""zalo.com/dang_huu_quang41"", ""tiktok"": ""tiktok.com/dang_huu_quang58"", ""preferred"": ""tiktok""}",Event,"[""tri-mun""]",,2023-12-04 20:16:21,2024-05-18 13:13:35
4781,Đỗ Thu Anh,Tiềm năng,2004-03-13,Nữ,do.thu.anh@icloud.com,0946655942,"Địa chỉ: 291 Đ. Quang Trung, tổ 10, Quảng Ngãi, 53000","{""facebook"": ""facebook.com/do_thu_anh86"", ""zalo"": ""zalo.com/do_thu_anh52"", ""preferred"": ""facebook""}",Website,"[""khach-quen"", ""uu-tien-ship""]",,2023-04-23 01:07:08,2023-10-20 21:24:58
4782,Nguyễn Gia Huy,Mới,1962-06-19,Nam,nguyen.gia.huy1630@icloud.com,0516224007,"Địa chỉ: J45W+GJX, Đường tỉnh 702 Mỹ Hòa - Vĩnh Hải, Ninh Hải, Ninh Thuận 59214","{""facebook"": ""facebook.com/nguyen_gia_huy50"", ""instagram"": ""instagram.com/nguyen_gia_huy81"", ""zalo"": ""zalo.com/nguyen_gia_huy34"", ""tiktok"": ""tiktok.com/nguyen_gia_huy79"", ""preferred"": ""instagram""}",Event,"[""yeu-son"", ""duong-toc"", ""uu-tien-ship""]",,2025-01-31 03:57:35,2025-07-08 07:50:13
4783,Lê Anh Linh,Trung bình,1996-08-19,Nữ,le.anh.linh2809@hotmail.com,0372249617,"Địa chỉ: 22 Hồ Quang Cảnh, Phường Hàm Tiến, Thành phố Phan Thiết, Bình Thuận","{""instagram"": ""instagram.com/le_anh_linh23"", ""preferred"": ""instagram""}",Event,"[""nu"", ""khach-quen""]",,2024-02-17 00:03:43,2024-02-28 05:36:47
4784,Nguyễn Anh An,Tiềm năng,1964-11-05,Nữ,nguyen.anh.an8759@hotmail.com,0353880859,"Địa chỉ: 5XCM+P84, Chợ Bến, Yên Mô, Ninh Bình","{""facebook"": ""facebook.com/nguyen_anh_an13"", ""instagram"": ""instagram.com/nguyen_anh_an11"", ""tiktok"": ""tiktok.com/nguyen_anh_an98"", ""preferred"": ""facebook""}",Event,"[""tri-mun""]",,2024-12-09 15:40:45,2025-05-19 16:33:20
4785,Võ Ngọc Phúc,Mới,1969-01-14,Nam,vo.ngoc.phuc@gmail.com,0962566540,"Địa chỉ: 1095 Nguyễn Tất Thành, Xuân Hà, Thanh Khê, Đà Nẵng","{""facebook"": ""facebook.com/vo_ngoc_phuc48"", ""instagram"": ""instagram.com/vo_ngoc_phuc95"", ""zalo"": ""zalo.com/vo_ngoc_phuc22"", ""tiktok"": ""tiktok.com/vo_ngoc_phuc25"", ""preferred"": ""instagram""}",Website,[],,2025-07-31 05:42:59,2025-10-09 01:46:00
4786,Đỗ Lan Trà,Trung bình,1974-11-08,Nữ,do.lan.tra@icloud.com,0987670310,"Địa chỉ: Khánh Bình, Tân Uyên, Bình Dương","{""facebook"": ""facebook.com/do_lan_tra16"", ""instagram"": ""instagram.com/do_lan_tra38"", ""zalo"": ""zalo.com/do_lan_tra3"", ""tiktok"": ""tiktok.com/do_lan_tra18"", ""preferred"": ""instagram""}",Website,"[""uu-tien-ship"", ""da-nhay-cam""]",,2025-01-21 13:58:15,2025-04-23 09:31:28
4787,Trần Minh Thảo,Tiềm năng,2007-10-26,Nữ,tran.minh.thao@icloud.com,0942211678,"Địa chỉ: 1022 Đ. Nguyễn Văn Quá, Đông Hưng Thuận, Quận 12, Hồ Chí Minh","{""zalo"": ""zalo.com/tran_minh_thao30"", ""preferred"": ""zalo""}",Ads,"[""khach-quen"", ""yeu-son""]",,2025-08-01 16:04:59,2025-09-25 01:33:15
4788,Đỗ Hữu Ngọc,Tiềm năng,1987-11-13,Nam,do.huu.ngoc@gmail.com,0548080789,"Địa chỉ: 17/15 Nguyễn Thị Minh Khai, Lộc Thọ, Nha Trang, Khánh Hòa 65000","{""instagram"": ""instagram.com/do_huu_ngoc95"", ""zalo"": ""zalo.com/do_huu_ngoc15"", ""preferred"": ""zalo""}",Website,"[""nam"", ""khach-quen"", ""chong-nang""]",,2023-11-18 14:56:50,2024-03-07 07:43:46
4789,Đặng Gia Long,Trung bình,1984-05-20,Nam,dang.gia.long4454@outlook.com,0332699334,"Địa chỉ: 407 Lạc Long Quân, Tiến Thành, Thành phố Phan Thiết, Bình Thuận 77000","{""facebook"": ""facebook.com/dang_gia_long80"", ""instagram"": ""instagram.com/dang_gia_long38"", ""tiktok"": ""tiktok.com/dang_gia_long52"", ""preferred"": ""email""}",Walk-in,[],Ưa thích son lì tông đất,2023-02-11 05:47:09,2023-07-17 06:16:17
4790,Phan Ngọc Nhung,Trung bình,1970-12-03,Nữ,phan.ngoc.nhung@outlook.com,0566456894,"Địa chỉ: 78 Hồ Xuân Hương, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng 550000","{""zalo"": ""zalo.com/phan_ngoc_nhung42"", ""tiktok"": ""tiktok.com/phan_ngoc_nhung86"", ""preferred"": ""facebook""}",Event,[],,2025-06-15 16:43:53,2025-10-09 02:55:00
4791,Huỳnh Lan My,Mới,1968-10-07,Nữ,huynh.lan.my@outlook.com,0884267717,"Địa chỉ: ĐT537B, Thôn 5, Quỳnh Lưu, Nghệ An","{""instagram"": ""instagram.com/huynh_lan_my35"", ""zalo"": ""zalo.com/huynh_lan_my93"", ""tiktok"": ""tiktok.com/huynh_lan_my83"", ""preferred"": ""tiktok""}",Event,"[""tri-mun"", ""chong-nang"", ""duong-da""]",,2024-04-29 21:48:54,2024-06-07 05:57:53
4792,Đặng Phương Tài,Mới,1996-11-22,Khác,dang.phuong.tai@gmail.com,0815669379,"Địa chỉ: 276 Tổ 4, Vò Nhạn, Cao Bằng, 21000","{""tiktok"": ""tiktok.com/dang_phuong_tai43"", ""preferred"": ""phone""}",Website,"[""chong-nang""]",,2023-10-07 02:02:06,2024-03-27 04:45:55
4793,Ngô Minh Chi,Trung bình,1996-11-07,Nữ,ngo.minh.chi4212@gmail.com,0570282230,"Địa chỉ: 120 Trần Hưng Đạo, Chánh Lộ, Quảng Ngãi","{""facebook"": ""facebook.com/ngo_minh_chi13"", ""zalo"": ""zalo.com/ngo_minh_chi78"", ""preferred"": ""zalo""}",Website,"[""tri-mun"", ""chong-nang""]",,2024-02-06 07:42:17,2024-05-12 17:15:18
4794,Phạm Đức Linh,Mới,1963-04-01,Nam,pham.duc.linh1925@yahoo.com,0340764470,"Địa chỉ: 16 -18 Nguyễn Đình Chiểu, TT. Bình Định, An Nhơn, Bình Định","{""preferred"": ""email""}",Ads,"[""tri-mun""]",,2023-06-12 11:17:56,2023-12-24 14:45:18
4795,Hồ Phương Kim,Trung bình,1971-11-16,Nữ,ho.phuong.kim@hotmail.com,0983002986,"Địa chỉ: Vĩnh Hy, Ninh Hải, Ninh Thuận","{""facebook"": ""facebook.com/ho_phuong_kim81"", ""instagram"": ""instagram.com/ho_phuong_kim14"", ""zalo"": ""zalo.com/ho_phuong_kim97"", ""tiktok"": ""tiktok.com/ho_phuong_kim67"", ""preferred"": ""tiktok""}",Referral,[],,2024-06-10 19:03:50,2024-08-10 01:30:09
4796,Trần Văn Phương,Mới,1979-11-01,Nam,tran.van.phuong@icloud.com,0948752434,"Địa chỉ: 18 trần quý cáp phường thắng tam B1 Hồ quý ly.phường vũng tàu tp Hồ Chí Minh, 18 Trần Quý Cáp, Phường Thắng Tam, Vũng Tàu, Bà Rịa - Vũng Tàu 02543","{""facebook"": ""facebook.com/tran_van_phuong5"", ""instagram"": ""instagram.com/tran_van_phuong81"", ""zalo"": ""zalo.com/tran_van_phuong3"", ""tiktok"": ""tiktok.com/tran_van_phuong31"", ""preferred"": ""instagram""}",Referral,"[""uu-tien-ship"", ""duong-toc"", ""nuoc-hoa""]",,2023-07-13 15:15:37,2023-09-07 03:16:31
4797,Võ Phương Chi,Tiềm năng,1980-06-19,Nam,vo.phuong.chi@hotmail.com,0353039196,"Địa chỉ: Số 2/B2, Đường Bình Hòa 24, Khu Dân Cư Đồng An, Thuận An, Bình Dương 820000","{""facebook"": ""facebook.com/vo_phuong_chi89"", ""instagram"": ""instagram.com/vo_phuong_chi3"", ""tiktok"": ""tiktok.com/vo_phuong_chi2"", ""preferred"": ""facebook""}",Referral,"[""nam"", ""khach-quen""]","Da nhạy cảm, tránh hương liệu mạnh",2023-07-10 21:16:19,2023-09-26 10:37:24
4798,Phan Quốc Tài,Trung bình,1989-05-25,Nam,phan.quoc.tai@hotmail.com,0533269796,"Địa chỉ: 249 Đ. Chợ Lớn, Phường 11, Quận 6, Hồ Chí Minh","{""facebook"": ""facebook.com/phan_quoc_tai68"", ""instagram"": ""instagram.com/phan_quoc_tai3"", ""tiktok"": ""tiktok.com/phan_quoc_tai71"", ""preferred"": ""instagram""}",Ads,"[""nuoc-hoa""]",,2023-01-11 17:48:04,2023-04-10 19:58:47
4799,Lý Minh Hạnh,Trung bình,1981-03-22,Nữ,ly.minh.hanh@icloud.com,0891069880,"Địa chỉ: 5 Nguyễn Thiếp, Trần Phú, Quy Nhơn, Bình Định","{""instagram"": ""instagram.com/ly_minh_hanh35"", ""zalo"": ""zalo.com/ly_minh_hanh8"", ""preferred"": ""zalo""}",Referral,"[""yeu-son""]",Quan tâm combo dưỡng ẩm + chống nắng,2024-01-20 18:50:04,2024-07-14 05:50:08
4800,Phạm Minh Giang,Tiềm năng,2008-08-06,Nam,pham.minh.giang@hotmail.com,0587774372,"Địa chỉ: thôn Bắc, Lý Sơn, Quảng Ngãi","{""instagram"": ""instagram.com/pham_minh_giang61"", ""tiktok"": ""tiktok.com/pham_minh_giang29"", ""preferred"": ""tiktok""}",Ads,"[""khach-quen"", ""yeu-son"", ""uu-tien-ship""]",Quan tâm combo dưỡng ẩm + chống nắng,2024-11-13 05:11:16,2025-01-31 07:12:07
4801,Nguyễn Thị Phúc,Tiềm năng,1979-08-20,Nam,nguyen.thi.phuc@outlook.com,0595313126,"Địa chỉ: Thành phố Hồ Chí Minh, Bình Dương","{""tiktok"": ""tiktok.com/nguyen_thi_phuc11"", ""preferred"": ""instagram""}",Email,[],,2024-04-28 23:53:45,2024-05-11 00:38:40
4802,Dương Mai Lộc,Trung bình,1965-11-07,Nam,duong.mai.loc@hotmail.com,0894727631,"Địa chỉ: An Dương Vương/24 2, Ninh Chữ, Ninh Hải, Ninh Thuận","{""instagram"": ""instagram.com/duong_mai_loc42"", ""zalo"": ""zalo.com/duong_mai_loc46"", ""tiktok"": ""tiktok.com/duong_mai_loc56"", ""preferred"": ""email""}",Website,[],,2024-06-20 12:49:33,2025-01-01 04:55:52
4803,Nguyễn Minh Bảo,Mới,1996-05-27,Nam,nguyen.minh.bao@icloud.com,0365107091,"Địa chỉ: MJQ5+QWG, Trần Văn Thời, Khu 7, Côn Đảo, Bà Rịa - Vũng Tàu","{""facebook"": ""facebook.com/nguyen_minh_bao52"", ""instagram"": ""instagram.com/nguyen_minh_bao76"", ""tiktok"": ""tiktok.com/nguyen_minh_bao73"", ""preferred"": ""zalo""}",Ads,"[""tri-mun"", ""chong-nang""]",Ưu tiên sản phẩm thiên nhiên,2025-09-28 20:20:09,2025-10-09 01:19:00
4804,Đỗ Hữu Giang,Tiềm năng,1964-03-16,Nam,do.huu.giang@hotmail.com,0775598540,"Địa chỉ: Dĩ An, Bình Dương","{""facebook"": ""facebook.com/do_huu_giang84"", ""zalo"": ""zalo.com/do_huu_giang24"", ""preferred"": ""tiktok""}",Website,[],,2023-07-05 19:15:35,2023-09-18 23:28:55
4805,Đỗ Tuấn Ngân,Mới,1996-03-12,Nữ,do.tuan.ngan@outlook.com,0913461196,"Địa chỉ: 49 Đ. Kinh Dương Vương, Phường 12, Quận 6, Hồ Chí Minh 700000","{""zalo"": ""zalo.com/do_tuan_ngan56"", ""tiktok"": ""tiktok.com/do_tuan_ngan3"", ""preferred"": ""email""}",Referral,"[""tri-mun"", ""duong-toc""]",Thích mùi nước hoa nhẹ,2023-03-22 05:42:50,2023-08-10 03:09:52
4806,Nguyễn Hữu Ngọc,Mới,1992-01-18,Nữ,nguyen.huu.ngoc@outlook.com,0912712852,"Địa chỉ: 14 Tôn Thất Đạm, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh 700000","{""facebook"": ""facebook.com/nguyen_huu_ngoc61"", ""tiktok"": ""tiktok.com/nguyen_huu_ngoc20"", ""preferred"": ""email""}",Ads,"[""duong-toc"", ""duong-da""]",Ưa thích son lì tông đất,2023-10-07 16:41:06,2023-10-23 05:24:21
4807,Huỳnh Thu Linh,Mới,1968-08-30,Nữ,huynh.thu.linh@gmail.com,0736950582,"Địa chỉ: PJWP+5G6, Phường 11, Quận 6, Hồ Chí Minh","{""facebook"": ""facebook.com/huynh_thu_linh12"", ""preferred"": ""zalo""}",Event,"[""duong-da""]",,2025-01-31 16:37:23,2025-07-08 12:10:55
4808,Hồ Thị Phương,Tiềm năng,1974-10-10,Khác,ho.thi.phuong6647@hotmail.com,0740277384,"Địa chỉ: Nguyễn Văn Linh/Đường KP Phú Thọ, P, Đông Hòa, Phú Yên","{""facebook"": ""facebook.com/ho_thi_phuong64"", ""instagram"": ""instagram.com/ho_thi_phuong58"", ""zalo"": ""zalo.com/ho_thi_phuong60"", ""preferred"": ""zalo""}",Social,"[""tri-mun"", ""duong-toc"", ""yeu-son""]",,2023-07-21 16:17:06,2023-09-30 01:17:07
4809,Hồ Minh Trung,Tiềm năng,1962-09-12,Nam,ho.minh.trung2776@outlook.com,0596707960,"Địa chỉ: 12c Trần Phú, Vĩnh Nguyên, Nha Trang, Khánh Hòa","{""facebook"": ""facebook.com/ho_minh_trung50"", ""zalo"": ""zalo.com/ho_minh_trung15"", ""preferred"": ""facebook""}",Referral,"[""duong-da"", ""trang-diem"", ""yeu-son""]",,2024-02-13 06:49:27,2024-04-14 11:32:40
4810,Phan Minh Bảo,Trung bình,1979-09-18,Nam,phan.minh.bao861@yahoo.com,0783238851,"Địa chỉ: 196 Ấp Mỹ Phú, Mỹ Lộc, Tam Bình, Vĩnh Long","{""facebook"": ""facebook.com/phan_minh_bao68"", ""instagram"": ""instagram.com/phan_minh_bao69"", ""zalo"": ""zalo.com/phan_minh_bao19"", ""tiktok"": ""tiktok.com/phan_minh_bao19"", ""preferred"": ""instagram""}",Walk-in,"[""nuoc-hoa""]",,2024-09-26 18:23:36,2024-12-21 00:25:02
4811,Vũ Văn Khánh,Tiềm năng,1983-11-18,Nam,vu.van.khanh@hotmail.com,0750381559,"Địa chỉ: H59C+63P, ĐT7, Ninh Thọ, Ninh Hòa, Khánh Hòa","{""facebook"": ""facebook.com/vu_van_khanh42"", ""instagram"": ""instagram.com/vu_van_khanh66"", ""tiktok"": ""tiktok.com/vu_van_khanh54"", ""preferred"": ""facebook""}",Referral,"[""nuoc-hoa"", ""duong-toc"", ""duong-da""]",,2025-09-04 03:53:32,2025-09-07 08:54:48
4812,Vũ Ngọc Lộc,Vip,1961-05-03,Nam,vu.ngoc.loc@gmail.com,0323816421,"Địa chỉ: 148 Nguyễn Xiển, Hạ Đình, Thanh Xuân, Hà Nội 10000","{""facebook"": ""facebook.com/vu_ngoc_loc72"", ""instagram"": ""instagram.com/vu_ngoc_loc34"", ""zalo"": ""zalo.com/vu_ngoc_loc4"", ""preferred"": ""phone""}",Website,[],Ưu tiên sản phẩm thiên nhiên,2025-03-15 06:04:33,2025-06-22 20:14:05
4813,Phan Đức Ngọc,Trung bình,2002-04-13,Nam,phan.duc.ngoc3441@icloud.com,0828348981,"Địa chỉ: Cổng số 1, KDC Minh Tuấn, Binh Hoà, Thuận An, Bình Dương","{""facebook"": ""facebook.com/phan_duc_ngoc64"", ""zalo"": ""zalo.com/phan_duc_ngoc96"", ""preferred"": ""facebook""}",Referral,"[""nam"", ""chong-nang""]",,2024-11-13 08:53:37,2025-02-20 16:04:16
4814,Phan Thanh Chi,Tiềm năng,1989-08-06,Nữ,phan.thanh.chi6700@icloud.com,0571269441,"Địa chỉ: 120/25-26 Nguyễn Thiện Thuật, Tân Tiến, Nha Trang, Khánh Hòa 650000","{""zalo"": ""zalo.com/phan_thanh_chi15"", ""tiktok"": ""tiktok.com/phan_thanh_chi87"", ""preferred"": ""zalo""}",Referral,"[""da-nhay-cam""]",Ưu tiên sản phẩm thiên nhiên,2025-03-05 10:27:37,2025-03-29 01:03:08
4815,Bùi Văn Trang,Tiềm năng,1993-08-23,Nữ,bui.van.trang@outlook.com,0749448753,"Địa chỉ: Parc Mall, 232 Đ. Tạ Quang Bửu, Phường 4, Quận 8, Hồ Chí Minh 70000","{""zalo"": ""zalo.com/bui_van_trang2"", ""tiktok"": ""tiktok.com/bui_van_trang93"", ""preferred"": ""zalo""}",Referral,"[""nuoc-hoa"", ""yeu-son"", ""trang-diem""]",,2024-05-21 18:49:53,2024-06-19 12:13:25
4816,Huỳnh Phương Trang,Trung bình,1987-01-07,Nữ,huynh.phuong.trang4990@yahoo.com,0344610793,"Địa chỉ: X5QV+GJH, Vùng 1, Đầm Dơi, Cà Mau","{""instagram"": ""instagram.com/huynh_phuong_trang38"", ""zalo"": ""zalo.com/huynh_phuong_trang34"", ""preferred"": ""tiktok""}",Referral,"[""chong-nang"", ""yeu-son""]",,2024-08-03 18:36:41,2024-08-04 22:31:01
4817,Hoàng Thanh Huy,Tiềm năng,1966-12-03,Khác,hoang.thanh.huy@outlook.com,0543726229,"Địa chỉ: 190 Đ. 2/4, Vĩnh Hải, Nha Trang, Khánh Hòa 650000","{""instagram"": ""instagram.com/hoang_thanh_huy23"", ""preferred"": ""phone""}",Ads,[],"Da nhạy cảm, tránh hương liệu mạnh",2023-04-09 16:16:10,2023-06-07 14:10:08
4818,Võ Anh Chi,Vip,2004-02-21,Nữ,vo.anh.chi7508@yahoo.com,0824813343,"Địa chỉ: 265/1 DT827A, Xã, Hoà Phú, Châu Thành, Long An 82213","{""zalo"": ""zalo.com/vo_anh_chi23"", ""tiktok"": ""tiktok.com/vo_anh_chi82"", ""preferred"": ""facebook""}",Event,"[""da-nhay-cam""]",,2025-08-23 02:29:25,2025-10-08 13:22:10
4819,Trần Phương Huy,Tiềm năng,1964-10-01,Nam,tran.phuong.huy4058@gmail.com,0840297349,"Địa chỉ: 345 đường 3 Tháng 2, ĐứcTài, Đức Linh, Bình Thuận","{""facebook"": ""facebook.com/tran_phuong_huy77"", ""instagram"": ""instagram.com/tran_phuong_huy88"", ""zalo"": ""zalo.com/tran_phuong_huy51"", ""preferred"": ""phone""}",Event,"[""nuoc-hoa"", ""nam""]",,2024-08-01 20:35:59,2024-08-21 14:36:34
