ContactId,FirstName,LastName,FullName,DateOfBirth,Gender,Email,Telephone,City,Country,CreatedOn,LoyaltyTier,Income,CustomerSatisfaction
CUST_05880,Brady,Reed,Brady Reed,1961-12-30,Male,franksamuel@gmail.com,+1-871-057-2736x65366,Port Jeremiah,VN,2022-10-09,low,9697.363831944258,high
CUST_05881,Kelly,Moore,Kelly Moore,1982-09-30,Female,frederick54@yahoo.com,(527)045-2612,Warrenberg,VN,2024-09-05,low,12291.855619321797,high
CUST_05882,Karen,Sanchez,Karen Sanchez,1981-10-02,Male,phenderson@oconnor.org,001-675-428-2522x430,North Ginatown,VN,2023-07-15,medium,52147.22269535114,medium
CUST_05883,Jackson,Fischer,Jackson Fischer,1974-10-13,Male,flowersemily@gibson-burnett.org,474-074-4953,New Michael,VN,2023-11-17,low,6871.7810172948475,high
CUST_05884,Stacy,Gilmore,Stacy Gilmore,1998-05-12,Female,andrewjuarez@anderson.com,537.383.0598x81593,Zacharyville,VN,2022-09-17,medium,79458.3051400878,medium
CUST_05885,Alison,Mcgrath,Alison Mcgrath,1983-10-22,Male,amydelgado@smith-bolton.com,857-094-5380,Jenniferhaven,VN,2021-01-23,low,48213.760935968014,medium
CUST_05886,Michelle,Coleman,Michelle Coleman,1957-06-10,Female,joseph56@gmail.com,465-271-6773x2432,Davidside,VN,2021-03-25,low,16018.528796870905,high
CUST_05887,Wayne,Sanchez,Wayne Sanchez,1966-05-27,Male,ustevenson@hotmail.com,+1-081-136-8377x47606,Jaymouth,VN,2024-10-26,medium,4495.3166071994,high
CUST_05888,Tina,Jordan,Tina Jordan,1962-04-17,Male,lhernandez@deleon.net,+1-241-388-3020x27627,Levyport,VN,2022-07-06,low,70089.1479515693,low
CUST_05889,Christopher,Reyes,Christopher Reyes,1990-05-07,Female,rmartin@hotmail.com,+1-226-487-5316x264,Hernandezberg,VN,2024-07-24,low,48372.71761350594,medium
CUST_05890,Kelly,Bentley,Kelly Bentley,1957-09-28,Male,wpierce@hotmail.com,354-461-6475x13539,South Brittany,VN,2024-07-21,medium,74910.22079040563,medium
CUST_05891,Anthony,Hall,Anthony Hall,1988-08-22,Female,tiffany67@flowers-frye.com,566-108-3563,North Tylerstad,VN,2024-08-09,medium,45041.463043100135,medium
CUST_05892,Colleen,Aguirre,Colleen Aguirre,1977-06-29,Female,ruiztaylor@padilla.net,001-059-580-9033x328,West Angelashire,VN,2024-06-13,low,24722.593669977017,high
CUST_05893,Travis,Hines,Travis Hines,1966-09-14,Male,carolyn95@hotmail.com,467-845-6283x5917,New Miguel,VN,2023-05-01,low,40333.1563984217,medium
CUST_05894,Ashlee,Booker,Ashlee Booker,1988-01-01,Male,hicksmaria@rodriguez.com,061.328.3699x1839,Gregton,VN,2024-09-09,medium,37718.236742812995,high
CUST_05895,Tiffany,Huber,Tiffany Huber,1999-08-16,Female,jennifer74@chandler.info,(200)307-2898x915,Heathertown,VN,2023-07-31,low,25420.718928328643,high
CUST_05896,Laurie,Wagner,Laurie Wagner,1982-05-08,Female,mark36@simpson.com,6211906904,Port Justin,VN,2023-07-24,low,26235.33190826777,high
CUST_05897,Brett,Little,Brett Little,1962-01-20,Female,david70@gmail.com,(493)724-9084x051,East Christopher,VN,2022-02-04,low,4190.479652254973,medium
CUST_05898,Barbara,Stanley,Barbara Stanley,1972-03-18,Female,fstrong@lucero.com,001-242-772-2039x306,Justinberg,VN,2024-04-24,medium,50658.88020268893,medium
CUST_05899,William,Burke,William Burke,1968-01-03,Female,flewis@gmail.com,(873)927-6372x04519,East Tracey,VN,2023-08-23,medium,25107.329847988527,high
CUST_05900,Audrey,Moore,Audrey Moore,1964-07-27,Female,opratt@yahoo.com,+1-586-121-3823x2197,Danielbury,VN,2023-04-21,high,44297.39654703017,high
CUST_05901,Matthew,Powers,Matthew Powers,2004-03-18,Male,kayla21@yahoo.com,116.112.3255x323,Gracehaven,VN,2022-07-01,low,55915.03033213993,high
CUST_05902,Sierra,Arnold,Sierra Arnold,1972-05-01,Female,amanda44@hotmail.com,158-163-2021x158,Christopherfurt,VN,2021-12-07,low,61555.145830709705,high
CUST_05903,William,Melton,William Melton,2002-11-18,Female,tracyharris@farmer.com,475-999-8833,South Michelleton,VN,2024-11-30,low,73276.2947742142,high
CUST_05904,Leslie,Smith,Leslie Smith,2003-02-01,Female,joneskaren@bonilla-adkins.org,(274)041-7133x20707,Danielstad,VN,2022-10-19,high,75420.86518451132,high
CUST_05905,Heather,Walker,Heather Walker,1970-12-12,Male,chughes@miller-allen.biz,113-309-9188,East Lisahaven,VN,2022-12-30,low,61670.049818391366,high
CUST_05906,Joshua,Trujillo,Joshua Trujillo,1960-01-06,Female,stevenslee@mcconnell.biz,734.786.5380,New Ronnieside,VN,2023-09-28,medium,6144.182992185881,high
CUST_05907,Michael,Hanson,Michael Hanson,1968-08-23,Male,jamesclark@mullins.org,887-618-9259x07405,Port Austin,VN,2023-08-02,high,36193.56177514439,high
CUST_05908,Jeff,Sloan,Jeff Sloan,1972-08-03,Female,langashley@davila.com,605.221.7216,South Michael,VN,2022-08-10,high,56022.34447634055,medium
CUST_05909,Jim,Patrick,Jim Patrick,2003-02-12,Female,carol81@jones.com,841.910.8761x60791,Kevinshire,VN,2023-09-26,high,52740.51222107416,high
CUST_05910,Angela,Grant,Angela Grant,1999-11-14,Female,michelle54@horne-johnson.com,401-152-5582,Zacharyhaven,VN,2023-12-24,low,70807.65007645015,high
CUST_05911,Jacob,Simpson,Jacob Simpson,1974-08-27,Female,michaelsummers@yahoo.com,(408)567-4212x58902,West Mary,VN,2023-11-23,medium,55029.66120690347,medium
CUST_05912,Dwayne,Hall,Dwayne Hall,2007-08-31,Female,jodi25@yahoo.com,491-982-1833,West David,VN,2021-09-04,low,48879.28706135563,low
CUST_05913,Kimberly,Parker,Kimberly Parker,1968-12-14,Male,hansendavid@weiss-reed.biz,001-231-163-1910x854,Rodriguezshire,VN,2024-11-09,medium,31102.235700275636,medium
CUST_05914,Renee,Gonzalez,Renee Gonzalez,1991-05-01,Male,nchandler@gmail.com,001-296-608-2635x2546,Robertsfort,VN,2024-04-24,low,27221.292515538,high
CUST_05915,Rodney,Morrison,Rodney Morrison,1979-06-22,Female,lisa40@yahoo.com,(752)414-6343,Port Ralphbury,VN,2022-03-12,high,8282.711013577187,medium
CUST_05916,Suzanne,Waters,Suzanne Waters,1981-12-04,Female,nortiz@hotmail.com,+1-842-781-8915x651,Timothybury,VN,2024-11-26,high,18115.70059194642,high
CUST_05917,Joseph,Richmond,Joseph Richmond,1960-09-08,Female,diane50@lewis.info,543-027-8969,Lake Matthewbury,VN,2022-04-01,low,4153.440555321033,low
CUST_05918,Adam,Kennedy,Adam Kennedy,1972-10-28,Female,juan34@hotmail.com,+1-953-495-5565x998,Harringtonbury,VN,2023-11-02,high,21904.839067611396,medium
CUST_05919,Carrie,Mays,Carrie Mays,1962-06-19,Female,marylong@gmail.com,250-643-7048,Wolfetown,VN,2023-11-05,medium,66055.84774238442,high
CUST_05920,Christine,Garcia,Christine Garcia,1963-01-23,Female,mary60@lara.biz,3754049890,East Paulfort,VN,2023-01-04,medium,14356.266054769596,high
CUST_05921,Andrew,Johnson,Andrew Johnson,1972-06-25,Female,dana50@wilson.org,(536)272-9302,Jonathanside,VN,2022-10-25,low,63754.882030476234,high
CUST_05922,Jeffrey,Tanner,Jeffrey Tanner,1976-01-29,Female,tmartinez@tran-smith.biz,0932292539,Fieldsshire,VN,2023-09-13,medium,36388.74656908297,medium
CUST_05923,Monica,Mercer,Monica Mercer,1971-11-29,Female,kellyanthony@hotmail.com,0544050990,Jameschester,VN,2021-01-26,low,42080.89557089333,medium
CUST_05924,Sharon,Stewart,Sharon Stewart,2002-12-08,Female,rtran@hotmail.com,+1-579-758-7599x86232,Port Alexisport,VN,2021-02-12,low,50327.7907011836,high
CUST_05925,Jason,Hughes,Jason Hughes,1975-06-17,Male,bryanlozano@martinez-jackson.com,001-338-766-7155x3123,New Stevenside,VN,2021-01-20,low,76743.16281973381,medium
CUST_05926,Wayne,Crane,Wayne Crane,2005-06-26,Female,ewilson@hotmail.com,+1-113-964-4827x49346,Lake Ronald,VN,2024-12-11,medium,21236.68283894453,medium
CUST_05927,Denise,Smith,Denise Smith,1976-12-04,Male,ashley87@hotmail.com,1910941588,Port Kathy,VN,2024-03-30,low,33300.61035004463,high
CUST_05928,Crystal,Sims,Crystal Sims,1957-10-21,Female,nicholaswatson@smith-turner.com,7364811048,Robertport,VN,2021-02-06,low,24861.708400715957,high
CUST_05929,Jennifer,Thomas,Jennifer Thomas,1955-01-21,Male,ugarrison@hotmail.com,728.261.5037x3271,Fletcherview,VN,2021-02-23,medium,42030.073093107254,high
CUST_05930,Phillip,Jones,Phillip Jones,1991-01-31,Female,brodriguez@hotmail.com,124.207.1123,West Daniel,VN,2024-06-24,low,30680.225790695375,medium
CUST_05931,Maria,Anderson,Maria Anderson,1980-01-18,Male,elizabeth90@martin-terry.com,(267)278-5125x3668,South Louisside,VN,2023-04-05,high,76893.37307051501,high
CUST_05932,Kevin,Turner,Kevin Turner,1974-07-10,Male,daviddavis@santana-holmes.com,001-490-692-8101x888,South Tommy,VN,2023-09-14,medium,54270.95389245654,high
CUST_05933,Summer,Carroll,Summer Carroll,1994-11-20,Female,michaelsandoval@ramos-hess.com,9602617068,Port Kyleshire,VN,2021-09-22,medium,42716.7618282419,high
CUST_05934,James,Sanchez,James Sanchez,1999-08-10,Female,ramosdaniel@west.com,8887331772,Port Carlos,VN,2024-03-18,low,78100.59711820657,high
CUST_05935,Elizabeth,Roman,Elizabeth Roman,1961-11-29,Female,cassie28@yahoo.com,702.856.4820x941,East Jeanettestad,VN,2021-09-01,low,53805.378839707504,medium
CUST_05936,Carl,Fisher,Carl Fisher,1996-01-09,Female,ericperry@yahoo.com,+1-763-216-5316x70737,Gonzalezville,VN,2022-04-20,medium,75744.21988110432,medium
CUST_05937,Monica,Morris,Monica Morris,2000-08-03,Female,nhouston@yahoo.com,001-570-381-4414x44895,Gabriellechester,VN,2023-03-13,low,9798.991438290688,high
CUST_05938,Denise,Bowman,Denise Bowman,1962-08-19,Male,johnsonjason@collins-lee.info,845.894.9875,Boydstad,VN,2022-03-17,medium,74333.86865094473,medium
CUST_05939,Kathy,Stephenson,Kathy Stephenson,1975-10-31,Female,carrillojackie@gmail.com,814-062-6153,Lake Isaacberg,VN,2022-03-08,low,62975.09191381841,medium
CUST_05940,Peter,Yates,Peter Yates,1977-11-11,Male,faith34@yahoo.com,750.173.3888,New James,VN,2024-03-02,high,56292.11563167163,medium
CUST_05941,Donald,Ford,Donald Ford,1960-08-09,Female,ihoffman@castillo.com,+1-126-206-5633x496,Richardborough,VN,2022-09-19,medium,35310.20264784688,medium
CUST_05942,Elizabeth,Chapman,Elizabeth Chapman,1984-08-14,Female,emilyrodriguez@smith-nelson.com,+1-684-570-3946x02694,Madisontown,VN,2022-08-15,high,25030.62578854545,medium
CUST_05943,Molly,Brown,Molly Brown,2001-11-29,Male,swilliams@rodriguez.org,(587)377-5747x03340,South Tammie,VN,2023-05-22,low,27252.859442405974,medium
CUST_05944,Erik,Moore,Erik Moore,1993-02-24,Male,lisadaniels@gmail.com,(211)148-6032x83510,Valenzuelaland,VN,2021-03-04,high,9045.363802227283,high
CUST_05945,Ronald,Kidd,Ronald Kidd,1993-02-02,Female,douglasbyrd@gmail.com,001-044-570-1091x03732,East Edwardside,VN,2022-07-30,medium,21404.358796401197,high
CUST_05946,John,Gutierrez,John Gutierrez,1973-08-16,Female,ashleysmith@lindsey-moreno.com,879.255.7099x9894,Port Gabrielfort,VN,2024-08-22,low,61728.41768819284,low
CUST_05947,Jennifer,Stewart,Jennifer Stewart,1993-03-13,Female,alicialewis@hotmail.com,(804)631-0257x848,Marshview,VN,2024-06-03,low,32682.252603882695,medium
CUST_05948,Laura,Baxter,Laura Baxter,1998-02-21,Female,harrisaustin@yahoo.com,436.838.5696x2095,New Matthew,VN,2024-07-03,low,36013.80707996999,high
CUST_05949,Carol,Young,Carol Young,1975-01-08,Male,broberts@yahoo.com,+1-569-923-9527x930,Joshualand,VN,2021-04-03,medium,19304.866557271303,high
CUST_05950,Daniel,Page,Daniel Page,1959-07-23,Male,kristenpatel@lyons.biz,001-675-820-8099x2848,South Justin,VN,2023-04-21,medium,75925.80100595752,low
CUST_05951,Robin,Franklin,Robin Franklin,1989-04-21,Female,danny60@gmail.com,+1-209-277-5629x448,New Pamela,VN,2024-10-22,medium,72737.61916435354,medium
CUST_05952,Marc,Gonzalez,Marc Gonzalez,1996-05-27,Male,astevens@hotmail.com,(314)362-9018x57110,East Christopherville,VN,2023-12-04,medium,8538.852664065167,medium
CUST_05953,Rebecca,Carlson,Rebecca Carlson,1967-07-26,Female,john47@gmail.com,(148)374-9546x372,Priscillaburgh,VN,2024-03-29,low,26455.109728562056,high
CUST_05954,Heather,Rodriguez,Heather Rodriguez,1995-01-26,Female,jonescraig@yahoo.com,794.354.7597x702,North Sheryl,VN,2022-12-03,high,29260.398409646106,high
CUST_05955,Carolyn,Mills,Carolyn Mills,2004-11-07,Male,shelbypugh@hotmail.com,380-410-1606x191,Ruizborough,VN,2024-07-28,low,71827.11816698,high
CUST_05956,Nicole,Smith,Nicole Smith,1997-06-11,Male,daniel27@foster-diaz.com,(552)800-4300x5466,Brendaport,VN,2024-11-28,low,48322.78409842687,medium
CUST_05957,John,Jackson,John Jackson,1965-10-25,Female,maria14@yahoo.com,107-090-7597x3828,Thompsonland,VN,2021-02-12,low,55436.69483806239,high
CUST_05958,Sarah,Bailey,Sarah Bailey,1974-07-05,Male,jared06@hernandez.biz,(482)006-8764x869,Banksland,VN,2024-09-26,low,23675.11923152972,medium
CUST_05959,Debbie,Lewis,Debbie Lewis,1967-10-23,Female,sdavis@gmail.com,736-364-3169x361,Petersonville,VN,2023-01-02,low,79404.56155512943,high
CUST_05960,Janet,Boyle,Janet Boyle,1967-02-07,Female,vernonreyes@hotmail.com,(899)634-0380x020,Roweberg,VN,2022-04-22,medium,47542.26107205675,high
CUST_05961,James,Bailey,James Bailey,1978-09-07,Female,bsingh@cruz.com,+1-819-070-7811x6639,Dannychester,VN,2024-12-12,low,29148.48708747863,medium
CUST_05962,Daniel,Padilla,Daniel Padilla,1957-10-24,Female,pbates@thomas.com,339-746-4933x02064,Scottmouth,VN,2021-12-16,medium,76664.01635512078,low
CUST_05963,Christopher,Olson,Christopher Olson,1967-04-23,Male,warederek@hotmail.com,606.238.8797x967,East Jasmine,VN,2022-06-13,high,12460.84618535992,high
CUST_05964,Jeffery,Watson,Jeffery Watson,1977-09-30,Male,serranotiffany@gmail.com,+1-102-760-1914x73863,Foxport,VN,2021-11-28,medium,45424.09104924176,high
CUST_05965,Nicholas,Francis,Nicholas Francis,1956-10-21,Female,josethompson@gmail.com,+1-801-467-4861,Port Janet,VN,2023-06-09,high,20618.791651920692,medium
CUST_05966,Sharon,Soto,Sharon Soto,1967-09-09,Male,scox@yahoo.com,982.526.4168x369,Lake Anna,VN,2022-09-05,low,24462.059336824237,medium
CUST_05967,Frank,Payne,Frank Payne,1959-02-02,Female,kathleenyates@gmail.com,+1-057-527-1263x7366,Rachelbury,VN,2023-09-26,medium,34118.48055575431,high
CUST_05968,Tonya,Fisher,Tonya Fisher,1960-05-12,Male,joanbowers@graves-phillips.com,370-587-6468,Alexisbury,VN,2023-10-01,low,50094.57697207056,medium
CUST_05969,Derek,Duke,Derek Duke,1995-01-02,Female,cheyennecarter@hotmail.com,(430)500-3454x5151,Port James,VN,2024-03-20,high,13750.17484717842,high
CUST_05970,Jerome,Davidson,Jerome Davidson,1992-03-26,Female,jacob40@hotmail.com,001-267-878-0941,Hernandezland,VN,2022-06-03,low,21896.61559073454,high
CUST_05971,Kristen,Davis,Kristen Davis,1996-02-19,Male,christiandennis@baker.com,244.740.8272x83063,Edwardborough,VN,2021-11-25,low,51345.58728567791,high
CUST_05972,Eric,Wiggins,Eric Wiggins,1993-03-08,Male,mackenzie02@williamson.org,+1-627-427-2971x629,Jonesside,VN,2024-04-06,low,74210.02189775681,medium
CUST_05973,Margaret,Harris,Margaret Harris,1982-05-20,Male,dustin35@hess.info,+1-124-648-5777x8346,South Briannabury,VN,2021-03-10,low,4715.746961472438,high
CUST_05974,Kelly,Wilson,Kelly Wilson,1976-07-29,Male,taylorkathleen@yahoo.com,001-814-268-3547x803,Lake Nathan,VN,2024-11-22,medium,54684.5619949636,medium
CUST_05975,Paul,Chapman,Paul Chapman,1995-07-11,Male,bethholloway@smith.com,720.829.8806x738,South Cody,VN,2021-07-27,low,11972.351656788072,high
CUST_05976,Julie,Curry,Julie Curry,1999-08-02,Male,cbradford@bender.org,(212)795-9724x35982,Turnerview,VN,2022-11-28,medium,7429.562346028369,high
CUST_05977,Leah,Walker,Leah Walker,1961-06-04,Female,robertsjessica@oliver-romero.com,5505542070,Hillburgh,VN,2021-03-17,low,42328.028518728184,high
CUST_05978,Todd,Robertson,Todd Robertson,1960-01-08,Female,colemanjohn@smith-thomas.com,765-743-0732x907,Albertton,VN,2022-07-30,medium,8085.506372562533,medium
CUST_05979,Michael,Wallace,Michael Wallace,1982-06-28,Male,dianachoi@hart-brown.biz,899.710.7492x27352,Ronaldfurt,VN,2023-02-02,medium,47999.9261160255,medium
CUST_05980,Julie,Gibson,Julie Gibson,1988-01-01,Male,catherineayers@yahoo.com,(874)416-1668x73935,Port Annetteton,VN,2022-04-19,high,4200.244027703022,high
CUST_05981,Kendra,Jones,Kendra Jones,1978-08-19,Male,ydunn@white.com,+1-571-408-7447x8407,Crosbybury,VN,2022-01-07,high,47782.2554379731,medium
CUST_05982,Michele,Bullock,Michele Bullock,1991-01-21,Female,fpage@velazquez.com,794.369.9310,Port Sarahchester,VN,2022-10-17,medium,24697.483238551016,high
CUST_05983,Susan,Pearson,Susan Pearson,1996-01-17,Male,wooddaniel@ramirez.info,(415)186-6383x4609,Aaronview,VN,2021-02-11,medium,58120.160815097595,medium
CUST_05984,Raymond,Robinson,Raymond Robinson,1959-05-20,Female,vbrown@gmail.com,(887)807-2251,Port Tammyton,VN,2022-03-09,medium,68182.00395454722,medium
CUST_05985,Brandon,Chen,Brandon Chen,1998-10-08,Female,freemanmeredith@gmail.com,388-928-3446,Riverashire,VN,2022-05-24,low,16495.606734296172,medium
CUST_05986,James,Nicholson,James Nicholson,1966-07-18,Male,david30@herman.com,515.026.2410,Ramirezmouth,VN,2024-02-21,low,36908.02270076745,high
CUST_05987,Crystal,Newman,Crystal Newman,1997-04-04,Female,michelleandrews@peterson.com,870.160.4594x057,New Tammymouth,VN,2021-01-18,low,67949.92648704434,high
CUST_05988,Dawn,Brown,Dawn Brown,1957-11-23,Female,christine67@hamilton.biz,0362984952,Port Aaron,VN,2024-03-10,low,4580.2334018636775,high
CUST_05989,Samantha,Koch,Samantha Koch,1977-02-19,Female,shawjerry@garrett.biz,001-461-697-0914,Mcmahonborough,VN,2021-06-11,low,15193.294989033877,medium
CUST_05990,Ryan,Thomas,Ryan Thomas,1966-07-02,Female,jill94@yahoo.com,(026)541-1296x17292,Port Justinhaven,VN,2024-06-15,medium,33300.5789750988,high
CUST_05991,Samuel,Smith,Samuel Smith,1962-09-19,Male,mcgeerobert@nguyen.com,5127089411,Myersburgh,VN,2022-04-01,low,28600.284473100324,high
CUST_05992,Sara,Humphrey,Sara Humphrey,1962-07-18,Female,qhouston@gmail.com,001-709-157-2151x384,Justinton,VN,2022-05-09,medium,55445.431395607986,medium
CUST_05993,Eric,Clark,Eric Clark,1987-08-02,Female,lwilliams@hotmail.com,001-682-200-9776x95423,Rodriguezbury,VN,2024-11-14,medium,4286.369077190575,medium
CUST_05994,Bruce,Wolfe,Bruce Wolfe,1984-02-15,Male,anthonywhite@hotmail.com,001-302-835-4842,Contrerasville,VN,2021-04-20,low,8022.914917596487,low
CUST_05995,Katherine,Olson,Katherine Olson,1996-08-13,Male,gtucker@ochoa.com,015-085-2500x7936,West Joshuaburgh,VN,2021-03-14,low,47963.64133751984,medium
CUST_05996,Connie,Turner,Connie Turner,1972-10-29,Female,lesliekirk@yahoo.com,(995)764-2415x17451,Port Michaelborough,VN,2021-06-15,low,19606.063305940872,high
CUST_05997,Ryan,Mason,Ryan Mason,2005-07-21,Female,kevin57@gmail.com,001-581-663-2829,Christinaberg,VN,2021-03-29,medium,17651.182101994087,medium
CUST_05998,Jennifer,Norman,Jennifer Norman,1993-09-24,Female,brooksbrian@mejia.com,(504)967-0720,New Robert,VN,2022-12-09,low,79158.69618032423,high
CUST_05999,Michael,Chen,Michael Chen,1972-04-30,Female,zsnyder@gmail.com,621.906.9601x9218,South Gregory,VN,2024-01-01,high,41908.81451023611,high
CUST_06000,Rachel,Nunez,Rachel Nunez,1999-02-18,Female,stevenvelez@yahoo.com,001-756-045-1613x34944,North Jamie,VN,2021-06-28,low,67672.60450085555,low
CUST_06001,David,Gordon,David Gordon,1987-03-09,Male,sanchezstanley@yahoo.com,1762070868,Kingville,VN,2021-07-12,low,72866.0479067989,high
CUST_06002,Evan,Crawford,Evan Crawford,1958-07-28,Female,heatherwilliams@gmail.com,495.160.4871x17001,Larrybury,VN,2021-04-22,low,26175.114686601504,high
CUST_06003,Mark,Hicks,Mark Hicks,1981-11-14,Male,jessica43@mckay.com,531.601.2158x58072,Port Danielmouth,VN,2024-02-12,low,77978.03393329462,high
CUST_06004,Andrea,Martinez,Andrea Martinez,1976-01-27,Male,ajacobs@yahoo.com,+1-681-239-5995x217,Robersonside,VN,2022-08-10,medium,17654.73418301336,high
CUST_06005,Angela,Rhodes,Angela Rhodes,1990-03-10,Female,christy60@hotmail.com,+1-472-077-2400x964,South Jasonshire,VN,2023-04-16,medium,7366.946940749524,high
CUST_06006,Brandy,Ferguson,Brandy Ferguson,1956-12-15,Male,tsharp@hotmail.com,(602)202-8168x1017,Lake Michael,VN,2022-09-12,medium,69461.31511428341,high
CUST_06007,Yvonne,Mcmahon,Yvonne Mcmahon,1974-09-02,Male,sdonovan@yahoo.com,952.667.2521x6906,Duffymouth,VN,2023-02-02,low,6198.215863622178,high
CUST_06008,Kenneth,Garrett,Kenneth Garrett,1993-09-02,Male,millerbrian@smith-wall.com,001-069-384-3531x963,Amandabury,VN,2023-03-20,low,5170.654293233293,high
CUST_06009,Heather,Juarez,Heather Juarez,1961-06-18,Female,lhansen@knox-huerta.org,8416218117,Lake Corey,VN,2021-08-17,low,31846.80795942072,high
CUST_06010,Tyler,Gonzalez,Tyler Gonzalez,1986-03-12,Female,colleentorres@hotmail.com,9259254894,Port Chelsea,VN,2021-04-23,low,55558.78875496594,high
CUST_06011,Lance,Brooks,Lance Brooks,1991-05-28,Male,joshua17@hotmail.com,(331)557-1909x0792,New Christopherside,VN,2022-08-17,low,46920.19432237074,high
CUST_06012,Tyler,Craig,Tyler Craig,1997-03-12,Female,steven15@wallace.com,184-998-2162x90817,South Daniellechester,VN,2022-09-11,high,55231.11775660726,medium
CUST_06013,Nancy,Moreno,Nancy Moreno,1981-03-28,Female,edwardbridges@hotmail.com,894.320.8918x487,South Melvinland,VN,2023-10-01,medium,14109.610103033687,medium
CUST_06014,Randy,Joyce,Randy Joyce,1957-03-26,Male,laurengood@gmail.com,+1-701-845-0657x55341,Garyton,VN,2023-03-05,medium,36703.64277408891,low
CUST_06015,Larry,Obrien,Larry Obrien,1962-10-07,Male,tyoung@hotmail.com,182.398.7237x142,Lake Travis,VN,2021-08-27,medium,70965.73901814969,high
CUST_06016,Brian,Moon,Brian Moon,1988-12-01,Female,lisa77@harrell-acevedo.net,+1-575-983-1139x58842,Yeseniaberg,VN,2023-08-24,medium,3825.655822867652,medium
CUST_06017,Brian,Boyd,Brian Boyd,1998-03-26,Male,fjenkins@graves.com,(792)805-0195x8390,Joshuaborough,VN,2024-11-26,medium,64472.50036195193,high
CUST_06018,Ryan,Russell,Ryan Russell,1991-02-07,Male,deanbrett@jones.net,+1-821-994-2182x407,Nicoleville,VN,2023-03-14,low,41417.15557366511,high
CUST_06019,Rebecca,Brock,Rebecca Brock,1970-10-13,Male,karen23@jones-young.org,001-397-137-6230x938,Tranport,VN,2024-01-16,low,38748.2533697507,medium
CUST_06020,Anthony,Powers,Anthony Powers,1976-10-22,Female,carrie30@hotmail.com,+1-530-839-0119x344,South Maria,VN,2024-04-29,medium,3463.69710836729,medium
CUST_06021,Larry,Cordova,Larry Cordova,2000-12-30,Female,jamesmorgan@neal-gamble.com,+1-386-896-4339x43032,Garciamouth,VN,2021-12-27,medium,15052.479625578568,high
CUST_06022,James,Mitchell,James Mitchell,2001-04-23,Male,kmunoz@yahoo.com,7932128049,New Brenda,VN,2024-06-11,low,42355.031601599905,high
CUST_06023,Todd,Abbott,Todd Abbott,1999-04-30,Female,conleylisa@gmail.com,145.145.3620,New Norman,VN,2022-10-19,high,40557.42472233508,high
CUST_06024,Suzanne,Stokes,Suzanne Stokes,1980-08-17,Male,davisdebra@briggs-garcia.com,+1-541-958-8629x323,South Racheltown,VN,2023-05-11,low,56819.40136801971,low
CUST_06025,Eugene,Baker,Eugene Baker,1981-05-17,Male,omarjohnson@hotmail.com,(952)701-3460x6215,New Melissa,VN,2024-04-01,medium,12138.40737481853,high
CUST_06026,Janice,Beck,Janice Beck,2005-04-06,Female,tiffanybutler@barnett.com,519-913-1788,North Richardhaven,VN,2021-01-07,low,51801.69131586148,high
CUST_06027,Melanie,Davila,Melanie Davila,1997-02-05,Male,patricia95@sullivan.com,(574)250-7546,South Amanda,VN,2021-06-05,low,39774.89344963213,high
CUST_06028,Paul,Montes,Paul Montes,1993-07-11,Female,jeffrey17@yahoo.com,799.291.3858,Clarkland,VN,2021-11-17,low,19041.630026617277,medium
CUST_06029,James,Collins,James Collins,2000-06-27,Female,loretta71@white.com,265.692.5883x2916,Lake Lance,VN,2024-08-12,low,50033.03112926873,high
CUST_06030,Elizabeth,Brown,Elizabeth Brown,1980-11-20,Male,raymondpowers@rogers.biz,509.631.9056x8811,Richardfort,VN,2021-05-03,high,60265.37447271859,medium
CUST_06031,David,Lee,David Lee,1984-11-22,Male,hallsharon@gmail.com,085-353-1082x3499,Halemouth,VN,2022-04-27,low,27038.53273146713,medium
CUST_06032,Timothy,Morris,Timothy Morris,1978-07-28,Male,colekenneth@hotmail.com,+1-726-639-8734,South Benjaminmouth,VN,2024-02-20,low,17598.34769452421,high
CUST_06033,Richard,Beck,Richard Beck,1974-10-16,Female,zachary32@yahoo.com,(798)709-6349x22438,Port Philip,VN,2021-04-21,low,60698.21855354908,high
CUST_06034,Carla,Park,Carla Park,1983-03-03,Male,tsutton@hotmail.com,304.067.0460x3286,New Jacobtown,VN,2022-05-01,low,41788.26454385411,high
CUST_06035,Craig,Paul,Craig Paul,1970-02-01,Female,lopezthomas@cooley.biz,688-175-3962,Port Brent,VN,2023-01-02,medium,6563.291309674178,medium
CUST_06036,Jessica,Vargas,Jessica Vargas,1984-04-13,Female,maria54@hunt-martin.com,(990)540-8109,West Matthewville,VN,2021-10-31,low,12603.730294023864,high
CUST_06037,Clinton,Mclaughlin,Clinton Mclaughlin,2005-12-24,Female,suzannegraham@west.biz,909-464-5843,North Sheliachester,VN,2022-04-28,low,63556.14210197855,high
CUST_06038,Amy,Allen,Amy Allen,2002-04-07,Male,karen43@weiss.info,(598)752-3381,Higginsstad,VN,2022-11-04,medium,50193.179647576886,high
CUST_06039,Kathleen,Thomas,Kathleen Thomas,1980-09-29,Female,jasonayala@gmail.com,744-435-2480,Lake Kimberlybury,VN,2023-10-26,medium,18813.32704788236,high
CUST_06040,Veronica,Good,Veronica Good,1973-06-23,Female,thomasfischer@dean-rodriguez.com,(851)796-2888x60854,West Vincentville,VN,2021-10-14,low,27245.584895666732,medium
